name,id,admin_level,type,type_noneng,ISO3,source
Ward No-03,BGD::Chittagong::Chittagong::Bayejid Bostami::Ward No-03,4,union,Union,BGD,GADM
Ahla Karaldanga,BGD::Chittagong::Chittagong::Boalkhali::Ahla Karaldanga,4,union,Union,BGD,GADM
Amchia,BGD::Chittagong::Chittagong::Boalkhali::Amchia,4,union,Union,BGD,GADM
Charandwip,BGD::Chittagong::Chittagong::Boalkhali::Charandwip,4,union,Union,BGD,GADM
Kandhurkhil,BGD::Chittagong::Chittagong::Boalkhali::Kandhurkhil,4,union,Union,BGD,GADM
Paschim Gomdandi,BGD::Chittagong::Chittagong::Boalkhali::Paschim Gomdandi,4,union,Union,BGD,GADM
Popadia,BGD::Chittagong::Chittagong::Boalkhali::Popadia,4,union,Union,BGD,GADM
Purba Gomdandi,BGD::Chittagong::Chittagong::Boalkhali::Purba Gomdandi,4,union,Union,BGD,GADM
Sakpura,BGD::Chittagong::Chittagong::Boalkhali::Sakpura,4,union,Union,BGD,GADM
Saroatali,BGD::Chittagong::Chittagong::Boalkhali::Saroatali,4,union,Union,BGD,GADM
Sreepur Kharandwip,BGD::Chittagong::Chittagong::Boalkhali::Sreepur Kharandwip,4,union,Union,BGD,GADM
Bailtali,BGD::Chittagong::Chittagong::Chandanaish::Bailtali,4,union,Union,BGD,GADM
Barama,BGD::Chittagong::Chittagong::Chandanaish::Barama,4,union,Union,BGD,GADM
Barkal,BGD::Chittagong::Chittagong::Chandanaish::Barkal,4,union,Union,BGD,GADM
Chandanaish Paurashava,BGD::Chittagong::Chittagong::Chandanaish::Chandanaish Paurashava,4,union,Union,BGD,GADM
Dhopachhari,BGD::Chittagong::Chittagong::Chandanaish::Dhopachhari,4,union,Union,BGD,GADM
Dohazari,BGD::Chittagong::Chittagong::Chandanaish::Dohazari,4,union,Union,BGD,GADM
Hashimpur,BGD::Chittagong::Chittagong::Chandanaish::Hashimpur,4,union,Union,BGD,GADM
Joara,BGD::Chittagong::Chittagong::Chandanaish::Joara,4,union,Union,BGD,GADM
Kanchanabad,BGD::Chittagong::Chittagong::Chandanaish::Kanchanabad,4,union,Union,BGD,GADM
Satbaria,BGD::Chittagong::Chittagong::Chandanaish::Satbaria,4,union,Union,BGD,GADM
Ward No-04,BGD::Chittagong::Chittagong::Chandgaon::Ward No-04,4,union,Union,BGD,GADM
Ward No-05,BGD::Chittagong::Chittagong::Chandgaon::Ward No-05,4,union,Union,BGD,GADM
Ward No-06,BGD::Chittagong::Chittagong::Chandgaon::Ward No-06,4,union,Union,BGD,GADM
Ward No-36 (Part),BGD::Chittagong::Chittagong::Chittagong Port::Ward No-36 (Part),4,union,Union,BGD,GADM
Ward No-37,BGD::Chittagong::Chittagong::Chittagong Port::Ward No-37,4,union,Union,BGD,GADM
Ward No-38,BGD::Chittagong::Chittagong::Chittagong Port::Ward No-38,4,union,Union,BGD,GADM
Ward No-39 (Part),BGD::Chittagong::Chittagong::Chittagong Port::Ward No-39 (Part),4,union,Union,BGD,GADM
Ward No-12 (Part),BGD::Chittagong::Chittagong::Double Mooring::Ward No-12 (Part),4,union,Union,BGD,GADM
Ward No-23,BGD::Chittagong::Chittagong::Double Mooring::Ward No-23,4,union,Union,BGD,GADM
Ward No-24 (part),BGD::Chittagong::Chittagong::Double Mooring::Ward No-24 (part),4,union,Union,BGD,GADM
Ward No-27,BGD::Chittagong::Chittagong::Double Mooring::Ward No-27,4,union,Union,BGD,GADM
Ward No-28,BGD::Chittagong::Chittagong::Double Mooring::Ward No-28,4,union,Union,BGD,GADM
Ward No-29,BGD::Chittagong::Chittagong::Double Mooring::Ward No-29,4,union,Union,BGD,GADM
Ward No-30 (Part),BGD::Chittagong::Chittagong::Double Mooring::Ward No-30 (Part),4,union,Union,BGD,GADM
Ward No-36 (Part),BGD::Chittagong::Chittagong::Double Mooring::Ward No-36 (Part),4,union,Union,BGD,GADM
Abdullapur,BGD::Chittagong::Chittagong::Fatikchhari::Abdullapur,4,union,Union,BGD,GADM
Bagan Bazar,BGD::Chittagong::Chittagong::Fatikchhari::Bagan Bazar,4,union,Union,BGD,GADM
Baktapur,BGD::Chittagong::Chittagong::Fatikchhari::Baktapur,4,union,Union,BGD,GADM
Bhujpur,BGD::Chittagong::Chittagong::Fatikchhari::Bhujpur,4,union,Union,BGD,GADM
Dantmara,BGD::Chittagong::Chittagong::Fatikchhari::Dantmara,4,union,Union,BGD,GADM
Daulatpur,BGD::Chittagong::Chittagong::Fatikchhari::Daulatpur,4,union,Union,BGD,GADM
Dharmapur,BGD::Chittagong::Chittagong::Fatikchhari::Dharmapur,4,union,Union,BGD,GADM
Dhurung,BGD::Chittagong::Chittagong::Fatikchhari::Dhurung,4,union,Union,BGD,GADM
Harwalchhari,BGD::Chittagong::Chittagong::Fatikchhari::Harwalchhari,4,union,Union,BGD,GADM
Jafarnagar,BGD::Chittagong::Chittagong::Fatikchhari::Jafarnagar,4,union,Union,BGD,GADM
Kanchan Nagar,BGD::Chittagong::Chittagong::Fatikchhari::Kanchan Nagar,4,union,Union,BGD,GADM
Khiram,BGD::Chittagong::Chittagong::Fatikchhari::Khiram,4,union,Union,BGD,GADM
Lelang,BGD::Chittagong::Chittagong::Fatikchhari::Lelang,4,union,Union,BGD,GADM
Nanupur,BGD::Chittagong::Chittagong::Fatikchhari::Nanupur,4,union,Union,BGD,GADM
Narayanhat,BGD::Chittagong::Chittagong::Fatikchhari::Narayanhat,4,union,Union,BGD,GADM
Paindanga,BGD::Chittagong::Chittagong::Fatikchhari::Paindanga,4,union,Union,BGD,GADM
Rangamatia,BGD::Chittagong::Chittagong::Fatikchhari::Rangamatia,4,union,Union,BGD,GADM
Roushangiri,BGD::Chittagong::Chittagong::Fatikchhari::Roushangiri,4,union,Union,BGD,GADM
Samitirhat,BGD::Chittagong::Chittagong::Fatikchhari::Samitirhat,4,union,Union,BGD,GADM
Suabil,BGD::Chittagong::Chittagong::Fatikchhari::Suabil,4,union,Union,BGD,GADM
Sundarpur,BGD::Chittagong::Chittagong::Fatikchhari::Sundarpur,4,union,Union,BGD,GADM
Ward No-11 (Part),BGD::Chittagong::Chittagong::Halishahar::Ward No-11 (Part),4,union,Union,BGD,GADM
Ward No-24 (part),BGD::Chittagong::Chittagong::Halishahar::Ward No-24 (part),4,union,Union,BGD,GADM
Ward No-25,BGD::Chittagong::Chittagong::Halishahar::Ward No-25,4,union,Union,BGD,GADM
Ward No-26,BGD::Chittagong::Chittagong::Halishahar::Ward No-26,4,union,Union,BGD,GADM
Burir Char,BGD::Chittagong::Chittagong::Hathazari::Burir Char,4,union,Union,BGD,GADM
Chhibatali,BGD::Chittagong::Chittagong::Hathazari::Chhibatali,4,union,Union,BGD,GADM
Chikandandi,BGD::Chittagong::Chittagong::Hathazari::Chikandandi,4,union,Union,BGD,GADM
Dakshin Madarsha,BGD::Chittagong::Chittagong::Hathazari::Dakshin Madarsha,4,union,Union,BGD,GADM
Dhalai,BGD::Chittagong::Chittagong::Hathazari::Dhalai,4,union,Union,BGD,GADM
Fatehpur,BGD::Chittagong::Chittagong::Hathazari::Fatehpur,4,union,Union,BGD,GADM
Forhadabad,BGD::Chittagong::Chittagong::Hathazari::Forhadabad,4,union,Union,BGD,GADM
Garduara,BGD::Chittagong::Chittagong::Hathazari::Garduara,4,union,Union,BGD,GADM
Guman Mardan,BGD::Chittagong::Chittagong::Hathazari::Guman Mardan,4,union,Union,BGD,GADM
Hathazari,BGD::Chittagong::Chittagong::Hathazari::Hathazari,4,union,Union,BGD,GADM
Mekhal,BGD::Chittagong::Chittagong::Hathazari::Mekhal,4,union,Union,BGD,GADM
Mirzapur,BGD::Chittagong::Chittagong::Hathazari::Mirzapur,4,union,Union,BGD,GADM
Nangalmora,BGD::Chittagong::Chittagong::Hathazari::Nangalmora,4,union,Union,BGD,GADM
Shikarpur,BGD::Chittagong::Chittagong::Hathazari::Shikarpur,4,union,Union,BGD,GADM
Uttar Madarsa,BGD::Chittagong::Chittagong::Hathazari::Uttar Madarsa,4,union,Union,BGD,GADM
Ward No-08(part),BGD::Chittagong::Chittagong::Khulshi::Ward No-08(part),4,union,Union,BGD,GADM
Ward No-09 (Part),BGD::Chittagong::Chittagong::Khulshi::Ward No-09 (Part),4,union,Union,BGD,GADM
Ward No-13,BGD::Chittagong::Chittagong::Khulshi::Ward No-13,4,union,Union,BGD,GADM
Ward No-14,BGD::Chittagong::Chittagong::Khulshi::Ward No-14,4,union,Union,BGD,GADM
Ward No-15 (Part),BGD::Chittagong::Chittagong::Kotwali::Ward No-15 (Part),4,union,Union,BGD,GADM
Ward No-16,BGD::Chittagong::Chittagong::Kotwali::Ward No-16,4,union,Union,BGD,GADM
Ward No-20,BGD::Chittagong::Chittagong::Kotwali::Ward No-20,4,union,Union,BGD,GADM
Ward No-21,BGD::Chittagong::Chittagong::Kotwali::Ward No-21,4,union,Union,BGD,GADM
Ward No-22,BGD::Chittagong::Chittagong::Kotwali::Ward No-22,4,union,Union,BGD,GADM
Ward No-30 (Part),BGD::Chittagong::Chittagong::Kotwali::Ward No-30 (Part),4,union,Union,BGD,GADM
Ward No-31,BGD::Chittagong::Chittagong::Kotwali::Ward No-31,4,union,Union,BGD,GADM
Ward No-32,BGD::Chittagong::Chittagong::Kotwali::Ward No-32,4,union,Union,BGD,GADM
Ward No-33,BGD::Chittagong::Chittagong::Kotwali::Ward No-33,4,union,Union,BGD,GADM
Ward No-34,BGD::Chittagong::Chittagong::Kotwali::Ward No-34,4,union,Union,BGD,GADM
Ward No-35 (part),BGD::Chittagong::Chittagong::Kotwali::Ward No-35 (part),4,union,Union,BGD,GADM
Adhunagar,BGD::Chittagong::Chittagong::Lohagara::Adhunagar,4,union,Union,BGD,GADM
Amirabad,BGD::Chittagong::Chittagong::Lohagara::Amirabad,4,union,Union,BGD,GADM
Barahatia,BGD::Chittagong::Chittagong::Lohagara::Barahatia,4,union,Union,BGD,GADM
Charamba,BGD::Chittagong::Chittagong::Lohagara::Charamba,4,union,Union,BGD,GADM
Chunati,BGD::Chittagong::Chittagong::Lohagara::Chunati,4,union,Union,BGD,GADM
Kalauzan,BGD::Chittagong::Chittagong::Lohagara::Kalauzan,4,union,Union,BGD,GADM
Lohagara,BGD::Chittagong::Chittagong::Lohagara::Lohagara,4,union,Union,BGD,GADM
Padua,BGD::Chittagong::Chittagong::Lohagara::Padua,4,union,Union,BGD,GADM
Putibila,BGD::Chittagong::Chittagong::Lohagara::Putibila,4,union,Union,BGD,GADM
Baroiar Hat Paurashava,BGD::Chittagong::Chittagong::Mirsharai::Baroiar Hat Paurashava,4,union,Union,BGD,GADM
Dhum,BGD::Chittagong::Chittagong::Mirsharai::Dhum,4,union,Union,BGD,GADM
Durgapur,BGD::Chittagong::Chittagong::Mirsharai::Durgapur,4,union,Union,BGD,GADM
Haitkandi,BGD::Chittagong::Chittagong::Mirsharai::Haitkandi,4,union,Union,BGD,GADM
Hinguli,BGD::Chittagong::Chittagong::Mirsharai::Hinguli,4,union,Union,BGD,GADM
Ichhakhali,BGD::Chittagong::Chittagong::Mirsharai::Ichhakhali,4,union,Union,BGD,GADM
Karerhat,BGD::Chittagong::Chittagong::Mirsharai::Karerhat,4,union,Union,BGD,GADM
Katachhara,BGD::Chittagong::Chittagong::Mirsharai::Katachhara,4,union,Union,BGD,GADM
Khaiyachhara,BGD::Chittagong::Chittagong::Mirsharai::Khaiyachhara,4,union,Union,BGD,GADM
Maghadia,BGD::Chittagong::Chittagong::Mirsharai::Maghadia,4,union,Union,BGD,GADM
Mayani,BGD::Chittagong::Chittagong::Mirsharai::Mayani,4,union,Union,BGD,GADM
Mirsharai,BGD::Chittagong::Chittagong::Mirsharai::Mirsharai,4,union,Union,BGD,GADM
Mirsharai Paurashava,BGD::Chittagong::Chittagong::Mirsharai::Mirsharai Paurashava,4,union,Union,BGD,GADM
Mithanala,BGD::Chittagong::Chittagong::Mirsharai::Mithanala,4,union,Union,BGD,GADM
Osmanpur,BGD::Chittagong::Chittagong::Mirsharai::Osmanpur,4,union,Union,BGD,GADM
Saherkhali,BGD::Chittagong::Chittagong::Mirsharai::Saherkhali,4,union,Union,BGD,GADM
Wahedpur,BGD::Chittagong::Chittagong::Mirsharai::Wahedpur,4,union,Union,BGD,GADM
Zorwarganj,BGD::Chittagong::Chittagong::Mirsharai::Zorwarganj,4,union,Union,BGD,GADM
Ward No-09 (Part),BGD::Chittagong::Chittagong::Pahartali::Ward No-09 (Part),4,union,Union,BGD,GADM
Ward No-10,BGD::Chittagong::Chittagong::Pahartali::Ward No-10,4,union,Union,BGD,GADM
Ward No-11 (Part),BGD::Chittagong::Chittagong::Pahartali::Ward No-11 (Part),4,union,Union,BGD,GADM
Ward No-12 (Part),BGD::Chittagong::Chittagong::Pahartali::Ward No-12 (Part),4,union,Union,BGD,GADM
Ward No-07,BGD::Chittagong::Chittagong::Panchlaish::Ward No-07,4,union,Union,BGD,GADM
Ward No-08(part),BGD::Chittagong::Chittagong::Panchlaish::Ward No-08(part),4,union,Union,BGD,GADM
Ward No-15 (Part),BGD::Chittagong::Chittagong::Panchlaish::Ward No-15 (Part),4,union,Union,BGD,GADM
Ward No-39 (Part),BGD::Chittagong::Chittagong::Patenga::Ward No-39 (Part),4,union,Union,BGD,GADM
Ward No-40,BGD::Chittagong::Chittagong::Patenga::Ward No-40,4,union,Union,BGD,GADM
Ward No-41,BGD::Chittagong::Chittagong::Patenga::Ward No-41,4,union,Union,BGD,GADM
Asia,BGD::Chittagong::Chittagong::Patiya::Asia,4,union,Union,BGD,GADM
Bara Uthan,BGD::Chittagong::Chittagong::Patiya::Bara Uthan,4,union,Union,BGD,GADM
Baralia,BGD::Chittagong::Chittagong::Patiya::Baralia,4,union,Union,BGD,GADM
Bhatikhain,BGD::Chittagong::Chittagong::Patiya::Bhatikhain,4,union,Union,BGD,GADM
Chanhara,BGD::Chittagong::Chittagong::Patiya::Chanhara,4,union,Union,BGD,GADM
Char Lakshya,BGD::Chittagong::Chittagong::Patiya::Char Lakshya,4,union,Union,BGD,GADM
Char Patharghata,BGD::Chittagong::Chittagong::Patiya::Char Patharghata,4,union,Union,BGD,GADM
Dakhin D.bhurshi,BGD::Chittagong::Chittagong::Patiya::Dakhin D.bhurshi,4,union,Union,BGD,GADM
Dhalghat,BGD::Chittagong::Chittagong::Patiya::Dhalghat,4,union,Union,BGD,GADM
Habilas Dwip,BGD::Chittagong::Chittagong::Patiya::Habilas Dwip,4,union,Union,BGD,GADM
Haidgaon,BGD::Chittagong::Chittagong::Patiya::Haidgaon,4,union,Union,BGD,GADM
Janglukhain,BGD::Chittagong::Chittagong::Patiya::Janglukhain,4,union,Union,BGD,GADM
Jiri,BGD::Chittagong::Chittagong::Patiya::Jiri,4,union,Union,BGD,GADM
Juldha,BGD::Chittagong::Chittagong::Patiya::Juldha,4,union,Union,BGD,GADM
Kachuai,BGD::Chittagong::Chittagong::Patiya::Kachuai,4,union,Union,BGD,GADM
Kasiais,BGD::Chittagong::Chittagong::Patiya::Kasiais,4,union,Union,BGD,GADM
Kelishahar,BGD::Chittagong::Chittagong::Patiya::Kelishahar,4,union,Union,BGD,GADM
Kharana,BGD::Chittagong::Chittagong::Patiya::Kharana,4,union,Union,BGD,GADM
Kolagaon,BGD::Chittagong::Chittagong::Patiya::Kolagaon,4,union,Union,BGD,GADM
Kusumpura,BGD::Chittagong::Chittagong::Patiya::Kusumpura,4,union,Union,BGD,GADM
Patiya Paurashava,BGD::Chittagong::Chittagong::Patiya::Patiya Paurashava,4,union,Union,BGD,GADM
Sikalbaha,BGD::Chittagong::Chittagong::Patiya::Sikalbaha,4,union,Union,BGD,GADM
Sobhandandi,BGD::Chittagong::Chittagong::Patiya::Sobhandandi,4,union,Union,BGD,GADM
Betagi,BGD::Chittagong::Chittagong::Rangunia::Betagi,4,union,Union,BGD,GADM
Chandraghona Kadamtali,BGD::Chittagong::Chittagong::Rangunia::Chandraghona Kadamtali,4,union,Union,BGD,GADM
Hosnabad,BGD::Chittagong::Chittagong::Rangunia::Hosnabad,4,union,Union,BGD,GADM
Islampur,BGD::Chittagong::Chittagong::Rangunia::Islampur,4,union,Union,BGD,GADM
Kodala,BGD::Chittagong::Chittagong::Rangunia::Kodala,4,union,Union,BGD,GADM
Lalanagar,BGD::Chittagong::Chittagong::Rangunia::Lalanagar,4,union,Union,BGD,GADM
Mariamnagar,BGD::Chittagong::Chittagong::Rangunia::Mariamnagar,4,union,Union,BGD,GADM
Padua,BGD::Chittagong::Chittagong::Rangunia::Padua,4,union,Union,BGD,GADM
Parua,BGD::Chittagong::Chittagong::Rangunia::Parua,4,union,Union,BGD,GADM
Pomara,BGD::Chittagong::Chittagong::Rangunia::Pomara,4,union,Union,BGD,GADM
Rajanagar,BGD::Chittagong::Chittagong::Rangunia::Rajanagar,4,union,Union,BGD,GADM
Rangunia,BGD::Chittagong::Chittagong::Rangunia::Rangunia,4,municipality,Municipality,BGD,GADM
Rangunia Paurashava,BGD::Chittagong::Chittagong::Rangunia::Rangunia Paurashava,4,union,Union,BGD,GADM
Sarapbhata,BGD::Chittagong::Chittagong::Rangunia::Sarapbhata,4,union,Union,BGD,GADM
Silok,BGD::Chittagong::Chittagong::Rangunia::Silok,4,union,Union,BGD,GADM
South Rajanagar,BGD::Chittagong::Chittagong::Rangunia::South Rajanagar,4,union,Union,BGD,GADM
Bagoan,BGD::Chittagong::Chittagong::Raozan::Bagoan,4,union,Union,BGD,GADM
Binajuri,BGD::Chittagong::Chittagong::Raozan::Binajuri,4,union,Union,BGD,GADM
Chikdair,BGD::Chittagong::Chittagong::Raozan::Chikdair,4,union,Union,BGD,GADM
Dabua,BGD::Chittagong::Chittagong::Raozan::Dabua,4,union,Union,BGD,GADM
Gahira,BGD::Chittagong::Chittagong::Raozan::Gahira,4,union,Union,BGD,GADM
Haladia,BGD::Chittagong::Chittagong::Raozan::Haladia,4,union,Union,BGD,GADM
Kadalpur,BGD::Chittagong::Chittagong::Raozan::Kadalpur,4,union,Union,BGD,GADM
Noa Para,BGD::Chittagong::Chittagong::Raozan::Noa Para,4,union,Union,BGD,GADM
Noajispur,BGD::Chittagong::Chittagong::Raozan::Noajispur,4,union,Union,BGD,GADM
Pahartali,BGD::Chittagong::Chittagong::Raozan::Pahartali,4,union,Union,BGD,GADM
Paschim Guzara,BGD::Chittagong::Chittagong::Raozan::Paschim Guzara,4,union,Union,BGD,GADM
Purba Guzara,BGD::Chittagong::Chittagong::Raozan::Purba Guzara,4,union,Union,BGD,GADM
Raozan,BGD::Chittagong::Chittagong::Raozan::Raozan,4,union,Union,BGD,GADM
Raozan Paurashava,BGD::Chittagong::Chittagong::Raozan::Raozan Paurashava,4,union,Union,BGD,GADM
Urkirchar,BGD::Chittagong::Chittagong::Raozan::Urkirchar,4,union,Union,BGD,GADM
Amanullah,BGD::Chittagong::Chittagong::Sandwip::Amanullah,4,union,Union,BGD,GADM
Azimpur,BGD::Chittagong::Chittagong::Sandwip::Azimpur,4,union,Union,BGD,GADM
Bauria,BGD::Chittagong::Chittagong::Sandwip::Bauria,4,union,Union,BGD,GADM
Digghapar,BGD::Chittagong::Chittagong::Sandwip::Digghapar,4,union,Union,BGD,GADM
Gachhua,BGD::Chittagong::Chittagong::Sandwip::Gachhua,4,union,Union,BGD,GADM
Haramia,BGD::Chittagong::Chittagong::Sandwip::Haramia,4,union,Union,BGD,GADM
Harispur,BGD::Chittagong::Chittagong::Sandwip::Harispur,4,union,Union,BGD,GADM
Kalapania,BGD::Chittagong::Chittagong::Sandwip::Kalapania,4,union,Union,BGD,GADM
Magdhara,BGD::Chittagong::Chittagong::Sandwip::Magdhara,4,union,Union,BGD,GADM
Maitbhanga,BGD::Chittagong::Chittagong::Sandwip::Maitbhanga,4,union,Union,BGD,GADM
Musapur,BGD::Chittagong::Chittagong::Sandwip::Musapur,4,union,Union,BGD,GADM
Rahmatpur,BGD::Chittagong::Chittagong::Sandwip::Rahmatpur,4,union,Union,BGD,GADM
Sandwip Paurashava,BGD::Chittagong::Chittagong::Sandwip::Sandwip Paurashava,4,union,Union,BGD,GADM
Santoshpur,BGD::Chittagong::Chittagong::Sandwip::Santoshpur,4,union,Union,BGD,GADM
Sarikait,BGD::Chittagong::Chittagong::Sandwip::Sarikait,4,union,Union,BGD,GADM
Urirchar,BGD::Chittagong::Chittagong::Sandwip::Urirchar,4,union,Union,BGD,GADM
Amilais,BGD::Chittagong::Chittagong::Satkania::Amilais,4,union,Union,BGD,GADM
Bazalia,BGD::Chittagong::Chittagong::Satkania::Bazalia,4,union,Union,BGD,GADM
Charati,BGD::Chittagong::Chittagong::Satkania::Charati,4,union,Union,BGD,GADM
Dharmapur,BGD::Chittagong::Chittagong::Satkania::Dharmapur,4,union,Union,BGD,GADM
Dhemsa,BGD::Chittagong::Chittagong::Satkania::Dhemsa,4,union,Union,BGD,GADM
Eochia,BGD::Chittagong::Chittagong::Satkania::Eochia,4,union,Union,BGD,GADM
Kaliais,BGD::Chittagong::Chittagong::Satkania::Kaliais,4,union,Union,BGD,GADM
Kanchana,BGD::Chittagong::Chittagong::Satkania::Kanchana,4,union,Union,BGD,GADM
Keochia,BGD::Chittagong::Chittagong::Satkania::Keochia,4,union,Union,BGD,GADM
Khagaria,BGD::Chittagong::Chittagong::Satkania::Khagaria,4,union,Union,BGD,GADM
Madarsa,BGD::Chittagong::Chittagong::Satkania::Madarsa,4,union,Union,BGD,GADM
Nalua,BGD::Chittagong::Chittagong::Satkania::Nalua,4,union,Union,BGD,GADM
Paschim Dhemsa,BGD::Chittagong::Chittagong::Satkania::Paschim Dhemsa,4,union,Union,BGD,GADM
Puranagar,BGD::Chittagong::Chittagong::Satkania::Puranagar,4,union,Union,BGD,GADM
Sadaha,BGD::Chittagong::Chittagong::Satkania::Sadaha,4,union,Union,BGD,GADM
Satkania,BGD::Chittagong::Chittagong::Satkania::Satkania,4,union,Union,BGD,GADM
Satkania Paurashava,BGD::Chittagong::Chittagong::Satkania::Satkania Paurashava,4,union,Union,BGD,GADM
Sonakania,BGD::Chittagong::Chittagong::Satkania::Sonakania,4,union,Union,BGD,GADM
Banshbaria,BGD::Chittagong::Chittagong::Sitakunda::Banshbaria,4,union,Union,BGD,GADM
Barabkunda,BGD::Chittagong::Chittagong::Sitakunda::Barabkunda,4,union,Union,BGD,GADM
Bariadyala,BGD::Chittagong::Chittagong::Sitakunda::Bariadyala,4,union,Union,BGD,GADM
Bhatiari,BGD::Chittagong::Chittagong::Sitakunda::Bhatiari,4,union,Union,BGD,GADM
Kumira,BGD::Chittagong::Chittagong::Sitakunda::Kumira,4,union,Union,BGD,GADM
Muradpur,BGD::Chittagong::Chittagong::Sitakunda::Muradpur,4,union,Union,BGD,GADM
Saidpur,BGD::Chittagong::Chittagong::Sitakunda::Saidpur,4,union,Union,BGD,GADM
Salimpur,BGD::Chittagong::Chittagong::Sitakunda::Salimpur,4,union,Union,BGD,GADM
Sitakunda Paurashava,BGD::Chittagong::Chittagong::Sitakunda::Sitakunda Paurashava,4,union,Union,BGD,GADM
Sonaichhari,BGD::Chittagong::Chittagong::Sitakunda::Sonaichhari,4,union,Union,BGD,GADM
Adda,BGD::Chittagong::Comilla::Barura::Adda,4,union,Union,BGD,GADM
Adra,BGD::Chittagong::Comilla::Barura::Adra,4,union,Union,BGD,GADM
Aganagar,BGD::Chittagong::Comilla::Barura::Aganagar,4,union,Union,BGD,GADM
Barura Paurashava,BGD::Chittagong::Comilla::Barura::Barura Paurashava,4,union,Union,BGD,GADM
Bhabanipur,BGD::Chittagong::Comilla::Barura::Bhabanipur,4,union,Union,BGD,GADM
Chitadda,BGD::Chittagong::Comilla::Barura::Chitadda,4,union,Union,BGD,GADM
Dakshin Khosbas,BGD::Chittagong::Comilla::Barura::Dakshin Khosbas,4,union,Union,BGD,GADM
Dakshin Shilmuri,BGD::Chittagong::Comilla::Barura::Dakshin Shilmuri,4,union,Union,BGD,GADM
Deora,BGD::Chittagong::Comilla::Barura::Deora,4,union,Union,BGD,GADM
Galimpur,BGD::Chittagong::Comilla::Barura::Galimpur,4,union,Union,BGD,GADM
Jalam,BGD::Chittagong::Comilla::Barura::Jalam,4,union,Union,BGD,GADM
Lakshmipur,BGD::Chittagong::Comilla::Barura::Lakshmipur,4,union,Union,BGD,GADM
Uttar Khosbas,BGD::Chittagong::Comilla::Barura::Uttar Khosbas,4,union,Union,BGD,GADM
Uttar Payalgachha,BGD::Chittagong::Comilla::Barura::Uttar Payalgachha,4,union,Union,BGD,GADM
Uttar Shilmuri,BGD::Chittagong::Comilla::Barura::Uttar Shilmuri,4,union,Union,BGD,GADM
Brahman Para,BGD::Chittagong::Comilla::Brahman Para::Brahman Para,4,union,Union,BGD,GADM
Chandla,BGD::Chittagong::Comilla::Brahman Para::Chandla,4,union,Union,BGD,GADM
Dulalpur,BGD::Chittagong::Comilla::Brahman Para::Dulalpur,4,union,Union,BGD,GADM
Madhabpur,BGD::Chittagong::Comilla::Brahman Para::Madhabpur,4,union,Union,BGD,GADM
Malapara,BGD::Chittagong::Comilla::Brahman Para::Malapara,4,union,Union,BGD,GADM
Sahebabad,BGD::Chittagong::Comilla::Brahman Para::Sahebabad,4,union,Union,BGD,GADM
Shashidal,BGD::Chittagong::Comilla::Brahman Para::Shashidal,4,union,Union,BGD,GADM
Sidlai,BGD::Chittagong::Comilla::Brahman Para::Sidlai,4,union,Union,BGD,GADM
Baksimail,BGD::Chittagong::Comilla::Burichang::Baksimail,4,union,Union,BGD,GADM
Bharella,BGD::Chittagong::Comilla::Burichang::Bharella,4,union,Union,BGD,GADM
Burichang,BGD::Chittagong::Comilla::Burichang::Burichang,4,union,Union,BGD,GADM
Mainamati,BGD::Chittagong::Comilla::Burichang::Mainamati,4,union,Union,BGD,GADM
Mokam,BGD::Chittagong::Comilla::Burichang::Mokam,4,union,Union,BGD,GADM
Pir Jatrapur,BGD::Chittagong::Comilla::Burichang::Pir Jatrapur,4,union,Union,BGD,GADM
Rajapur,BGD::Chittagong::Comilla::Burichang::Rajapur,4,union,Union,BGD,GADM
Sholanal,BGD::Chittagong::Comilla::Burichang::Sholanal,4,union,Union,BGD,GADM
Atbar Pur (Paschim Chandina,BGD::Chittagong::Comilla::Chandina::Atbar Pur (Paschim Chandina,4,union,Union,BGD,GADM
Bara Karai(uttar Bara Karai,BGD::Chittagong::Comilla::Chandina::Bara Karai(uttar Bara Karai,4,union,Union,BGD,GADM
Barera,BGD::Chittagong::Comilla::Chandina::Barera,4,union,Union,BGD,GADM
Barkait (purba Chandina Uni,BGD::Chittagong::Comilla::Chandina::Barkait (purba Chandina Uni,4,union,Union,BGD,GADM
Batakashi (purba Silpur),BGD::Chittagong::Comilla::Chandina::Batakashi (purba Silpur),4,union,Union,BGD,GADM
Chandina Paurashava,BGD::Chittagong::Comilla::Chandina::Chandina Paurashava,4,union,Union,BGD,GADM
Dollai Nowabab Pur,BGD::Chittagong::Comilla::Chandina::Dollai Nowabab Pur,4,union,Union,BGD,GADM
Gallai(uttar Gallai Union),BGD::Chittagong::Comilla::Chandina::Gallai(uttar Gallai Union),4,union,Union,BGD,GADM
Joyag(dakshin Bara Karai),BGD::Chittagong::Comilla::Chandina::Joyag(dakshin Bara Karai),4,union,Union,BGD,GADM
Keran Khal,BGD::Chittagong::Comilla::Chandina::Keran Khal,4,union,Union,BGD,GADM
Madhya (mechachal Union),BGD::Chittagong::Comilla::Chandina::Madhya (mechachal Union),4,union,Union,BGD,GADM
Mahichal,BGD::Chittagong::Comilla::Chandina::Mahichal,4,union,Union,BGD,GADM
Maijkhara,BGD::Chittagong::Comilla::Chandina::Maijkhara,4,union,Union,BGD,GADM
