name,id,admin_level,type,type_noneng,ISO3,source
Elangi,BGD::Rajshahi::Bogra::Dhunat::Elangi,4,union,Union,BGD,GADM
Gopalnagar,BGD::Rajshahi::Bogra::Dhunat::Gopalnagar,4,union,Union,BGD,GADM
Gosainbari,BGD::Rajshahi::Bogra::Dhunat::Gosainbari,4,union,Union,BGD,GADM
Kaler Para,BGD::Rajshahi::Bogra::Dhunat::Kaler Para,4,union,Union,BGD,GADM
Mathurapur,BGD::Rajshahi::Bogra::Dhunat::Mathurapur,4,union,Union,BGD,GADM
Nimgachhi,BGD::Rajshahi::Bogra::Dhunat::Nimgachhi,4,union,Union,BGD,GADM
Chamrul,BGD::Rajshahi::Bogra::Dhupchanchia::Chamrul,4,union,Union,BGD,GADM
Dhupchanchia,BGD::Rajshahi::Bogra::Dhupchanchia::Dhupchanchia,4,union,Union,BGD,GADM
Dhupchanchia Paurashava,BGD::Rajshahi::Bogra::Dhupchanchia::Dhupchanchia Paurashava,4,union,Union,BGD,GADM
Gobindapur,BGD::Rajshahi::Bogra::Dhupchanchia::Gobindapur,4,union,Union,BGD,GADM
Gunahar,BGD::Rajshahi::Bogra::Dhupchanchia::Gunahar,4,union,Union,BGD,GADM
Talora,BGD::Rajshahi::Bogra::Dhupchanchia::Talora,4,union,Union,BGD,GADM
Zianagar,BGD::Rajshahi::Bogra::Dhupchanchia::Zianagar,4,union,Union,BGD,GADM
Balia Dighi,BGD::Rajshahi::Bogra::Gabtali::Balia Dighi,4,union,Union,BGD,GADM
Dakshinpara Union,BGD::Rajshahi::Bogra::Gabtali::Dakshinpara Union,4,union,Union,BGD,GADM
Durgahata,BGD::Rajshahi::Bogra::Gabtali::Durgahata,4,union,Union,BGD,GADM
Gabtali,BGD::Rajshahi::Bogra::Gabtali::Gabtali,4,union,Union,BGD,GADM
Gabtali Paurashava,BGD::Rajshahi::Bogra::Gabtali::Gabtali Paurashava,4,union,Union,BGD,GADM
Kagail,BGD::Rajshahi::Bogra::Gabtali::Kagail,4,union,Union,BGD,GADM
Mahishaban,BGD::Rajshahi::Bogra::Gabtali::Mahishaban,4,union,Union,BGD,GADM
Naruamala,BGD::Rajshahi::Bogra::Gabtali::Naruamala,4,union,Union,BGD,GADM
Nasipur,BGD::Rajshahi::Bogra::Gabtali::Nasipur,4,union,Union,BGD,GADM
Nepaltali,BGD::Rajshahi::Bogra::Gabtali::Nepaltali,4,union,Union,BGD,GADM
Rameshwarpur,BGD::Rajshahi::Bogra::Gabtali::Rameshwarpur,4,union,Union,BGD,GADM
Sonarai,BGD::Rajshahi::Bogra::Gabtali::Sonarai,4,union,Union,BGD,GADM
Bir Kedar,BGD::Rajshahi::Bogra::Kahaloo::Bir Kedar,4,union,Union,BGD,GADM
Durgapur,BGD::Rajshahi::Bogra::Kahaloo::Durgapur,4,union,Union,BGD,GADM
Jamgaon,BGD::Rajshahi::Bogra::Kahaloo::Jamgaon,4,union,Union,BGD,GADM
Kahaloo,BGD::Rajshahi::Bogra::Kahaloo::Kahaloo,4,union,Union,BGD,GADM
Kahaloo Paurashava,BGD::Rajshahi::Bogra::Kahaloo::Kahaloo Paurashava,4,union,Union,BGD,GADM
Kalai Majh Para,BGD::Rajshahi::Bogra::Kahaloo::Kalai Majh Para,4,union,Union,BGD,GADM
Malancha,BGD::Rajshahi::Bogra::Kahaloo::Malancha,4,union,Union,BGD,GADM
Narahatta,BGD::Rajshahi::Bogra::Kahaloo::Narahatta,4,union,Union,BGD,GADM
Paikar,BGD::Rajshahi::Bogra::Kahaloo::Paikar,4,union,Union,BGD,GADM
Urail,BGD::Rajshahi::Bogra::Kahaloo::Urail,4,union,Union,BGD,GADM
Bhatgram,BGD::Rajshahi::Bogra::Nandigram::Bhatgram,4,union,Union,BGD,GADM
Bhatra,BGD::Rajshahi::Bogra::Nandigram::Bhatra,4,union,Union,BGD,GADM
Burail,BGD::Rajshahi::Bogra::Nandigram::Burail,4,union,Union,BGD,GADM
Nandigram,BGD::Rajshahi::Bogra::Nandigram::Nandigram,4,union,Union,BGD,GADM
Nandigram Paurashava,BGD::Rajshahi::Bogra::Nandigram::Nandigram Paurashava,4,union,Union,BGD,GADM
Thalta Majhgram,BGD::Rajshahi::Bogra::Nandigram::Thalta Majhgram,4,union,Union,BGD,GADM
Bhelabari,BGD::Rajshahi::Bogra::Sariakandi::Bhelabari,4,union,Union,BGD,GADM
Bohail,BGD::Rajshahi::Bogra::Sariakandi::Bohail,4,union,Union,BGD,GADM
Chaluabari,BGD::Rajshahi::Bogra::Sariakandi::Chaluabari,4,union,Union,BGD,GADM
Chandan Baisha,BGD::Rajshahi::Bogra::Sariakandi::Chandan Baisha,4,union,Union,BGD,GADM
Fulbari,BGD::Rajshahi::Bogra::Sariakandi::Fulbari,4,union,Union,BGD,GADM
Hat Sherpur,BGD::Rajshahi::Bogra::Sariakandi::Hat Sherpur,4,union,Union,BGD,GADM
Kamalpur,BGD::Rajshahi::Bogra::Sariakandi::Kamalpur,4,union,Union,BGD,GADM
Karnibari,BGD::Rajshahi::Bogra::Sariakandi::Karnibari,4,union,Union,BGD,GADM
Kazla,BGD::Rajshahi::Bogra::Sariakandi::Kazla,4,union,Union,BGD,GADM
Kutubpur,BGD::Rajshahi::Bogra::Sariakandi::Kutubpur,4,union,Union,BGD,GADM
Narchi,BGD::Rajshahi::Bogra::Sariakandi::Narchi,4,union,Union,BGD,GADM
Sariakandi,BGD::Rajshahi::Bogra::Sariakandi::Sariakandi,4,union,Union,BGD,GADM
Sariakandi Paurashava,BGD::Rajshahi::Bogra::Sariakandi::Sariakandi Paurashava,4,union,Union,BGD,GADM
Amrool,BGD::Rajshahi::Bogra::Shajahanpur::Amrool,4,union,Union,BGD,GADM
Aria,BGD::Rajshahi::Bogra::Shajahanpur::Aria,4,union,Union,BGD,GADM
Asekpur,BGD::Rajshahi::Bogra::Shajahanpur::Asekpur,4,union,Union,BGD,GADM
Chopinagar,BGD::Rajshahi::Bogra::Shajahanpur::Chopinagar,4,union,Union,BGD,GADM
Gohail,BGD::Rajshahi::Bogra::Shajahanpur::Gohail,4,union,Union,BGD,GADM
Kharna,BGD::Rajshahi::Bogra::Shajahanpur::Kharna,4,union,Union,BGD,GADM
Khotta Para,BGD::Rajshahi::Bogra::Shajahanpur::Khotta Para,4,union,Union,BGD,GADM
Madla,BGD::Rajshahi::Bogra::Shajahanpur::Madla,4,union,Union,BGD,GADM
Majhira,BGD::Rajshahi::Bogra::Shajahanpur::Majhira,4,union,Union,BGD,GADM
Paurashava,BGD::Rajshahi::Bogra::Shajahanpur::Paurashava,4,union,Union,BGD,GADM
Sultanganj (Part),BGD::Rajshahi::Bogra::Shajahanpur::Sultanganj (Part),4,union,Union,BGD,GADM
Bhabanipur,BGD::Rajshahi::Bogra::Sherpur::Bhabanipur,4,union,Union,BGD,GADM
Bishalpur,BGD::Rajshahi::Bogra::Sherpur::Bishalpur,4,union,Union,BGD,GADM
Garidaha,BGD::Rajshahi::Bogra::Sherpur::Garidaha,4,union,Union,BGD,GADM
Khamarkandi,BGD::Rajshahi::Bogra::Sherpur::Khamarkandi,4,union,Union,BGD,GADM
Khanpur,BGD::Rajshahi::Bogra::Sherpur::Khanpur,4,union,Union,BGD,GADM
Kusumbi,BGD::Rajshahi::Bogra::Sherpur::Kusumbi,4,union,Union,BGD,GADM
Mirzapur,BGD::Rajshahi::Bogra::Sherpur::Mirzapur,4,union,Union,BGD,GADM
Shah- Bandegi,BGD::Rajshahi::Bogra::Sherpur::Shah- Bandegi,4,union,Union,BGD,GADM
Sherpur Paurashava,BGD::Rajshahi::Bogra::Sherpur::Sherpur Paurashava,4,union,Union,BGD,GADM
Shimabari,BGD::Rajshahi::Bogra::Sherpur::Shimabari,4,union,Union,BGD,GADM
Sughat,BGD::Rajshahi::Bogra::Sherpur::Sughat,4,union,Union,BGD,GADM
Atmul,BGD::Rajshahi::Bogra::Shibganj::Atmul,4,union,Union,BGD,GADM
Bihar,BGD::Rajshahi::Bogra::Shibganj::Bihar,4,union,Union,BGD,GADM
Buriganj,BGD::Rajshahi::Bogra::Shibganj::Buriganj,4,union,Union,BGD,GADM
Deuli,BGD::Rajshahi::Bogra::Shibganj::Deuli,4,union,Union,BGD,GADM
Kichak,BGD::Rajshahi::Bogra::Shibganj::Kichak,4,union,Union,BGD,GADM
Maidanhata,BGD::Rajshahi::Bogra::Shibganj::Maidanhata,4,union,Union,BGD,GADM
Majhihatta,BGD::Rajshahi::Bogra::Shibganj::Majhihatta,4,union,Union,BGD,GADM
Mokamtala,BGD::Rajshahi::Bogra::Shibganj::Mokamtala,4,union,Union,BGD,GADM
Pirab,BGD::Rajshahi::Bogra::Shibganj::Pirab,4,union,Union,BGD,GADM
Roynagar,BGD::Rajshahi::Bogra::Shibganj::Roynagar,4,union,Union,BGD,GADM
Saidpur,BGD::Rajshahi::Bogra::Shibganj::Saidpur,4,union,Union,BGD,GADM
Shibganj,BGD::Rajshahi::Bogra::Shibganj::Shibganj,4,union,Union,BGD,GADM
Shibganj Paurashava,BGD::Rajshahi::Bogra::Shibganj::Shibganj Paurashava,4,union,Union,BGD,GADM
Balua,BGD::Rajshahi::Bogra::Sonatola::Balua,4,union,Union,BGD,GADM
Digdair,BGD::Rajshahi::Bogra::Sonatola::Digdair,4,union,Union,BGD,GADM
Jorgachha,BGD::Rajshahi::Bogra::Sonatola::Jorgachha,4,union,Union,BGD,GADM
Madhupur,BGD::Rajshahi::Bogra::Sonatola::Madhupur,4,union,Union,BGD,GADM
Pakulla,BGD::Rajshahi::Bogra::Sonatola::Pakulla,4,union,Union,BGD,GADM
Sonatala,BGD::Rajshahi::Bogra::Sonatola::Sonatala,4,union,Union,BGD,GADM
Sonatola Paurashava,BGD::Rajshahi::Bogra::Sonatola::Sonatola Paurashava,4,union,Union,BGD,GADM
Tekani Chukainagar,BGD::Rajshahi::Bogra::Sonatola::Tekani Chukainagar,4,union,Union,BGD,GADM
Akkelpur Paurashava,BGD::Rajshahi::Joypurhat::Akkelpur::Akkelpur Paurashava,4,union,Union,BGD,GADM
Gopinathpur,BGD::Rajshahi::Joypurhat::Akkelpur::Gopinathpur,4,union,Union,BGD,GADM
Raikali,BGD::Rajshahi::Joypurhat::Akkelpur::Raikali,4,union,Union,BGD,GADM
Rukindipur,BGD::Rajshahi::Joypurhat::Akkelpur::Rukindipur,4,union,Union,BGD,GADM
Sonamukhi,BGD::Rajshahi::Joypurhat::Akkelpur::Sonamukhi,4,union,Union,BGD,GADM
Tilakpur,BGD::Rajshahi::Joypurhat::Akkelpur::Tilakpur,4,union,Union,BGD,GADM
Amdai,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Amdai,4,union,Union,BGD,GADM
Bambu,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Bambu,4,union,Union,BGD,GADM
Bhadsa,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Bhadsa,4,union,Union,BGD,GADM
Chak Barkat,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Chak Barkat,4,union,Union,BGD,GADM
Dhalahar,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Dhalahar,4,union,Union,BGD,GADM
Dogachhi,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Dogachhi,4,union,Union,BGD,GADM
Jamalpur,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Jamalpur,4,union,Union,BGD,GADM
Joypurhat Paurashava,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Joypurhat Paurashava,4,union,Union,BGD,GADM
Mohammadabad,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Mohammadabad,4,union,Union,BGD,GADM
Puranapail,BGD::Rajshahi::Joypurhat::Joypurhat Sadar::Puranapail,4,union,Union,BGD,GADM
Ahmmedabad,BGD::Rajshahi::Joypurhat::Kalai::Ahmmedabad,4,union,Union,BGD,GADM
Kalai Paurashava,BGD::Rajshahi::Joypurhat::Kalai::Kalai Paurashava,4,union,Union,BGD,GADM
Matrai,BGD::Rajshahi::Joypurhat::Kalai::Matrai,4,union,Union,BGD,GADM
Punat,BGD::Rajshahi::Joypurhat::Kalai::Punat,4,union,Union,BGD,GADM
Udaypur,BGD::Rajshahi::Joypurhat::Kalai::Udaypur,4,union,Union,BGD,GADM
Zindarpur,BGD::Rajshahi::Joypurhat::Kalai::Zindarpur,4,union,Union,BGD,GADM
Alampur,BGD::Rajshahi::Joypurhat::Khetlal::Alampur,4,union,Union,BGD,GADM
Barail,BGD::Rajshahi::Joypurhat::Khetlal::Barail,4,union,Union,BGD,GADM
Batara,BGD::Rajshahi::Joypurhat::Khetlal::Batara,4,union,Union,BGD,GADM
Khetlal,BGD::Rajshahi::Joypurhat::Khetlal::Khetlal,4,union,Union,BGD,GADM
Mamudpur,BGD::Rajshahi::Joypurhat::Khetlal::Mamudpur,4,union,Union,BGD,GADM
Aolai,BGD::Rajshahi::Joypurhat::Panchbibi::Aolai,4,union,Union,BGD,GADM
Atapur,BGD::Rajshahi::Joypurhat::Panchbibi::Atapur,4,union,Union,BGD,GADM
Aymarasulpur,BGD::Rajshahi::Joypurhat::Panchbibi::Aymarasulpur,4,union,Union,BGD,GADM
Bagjana,BGD::Rajshahi::Joypurhat::Panchbibi::Bagjana,4,union,Union,BGD,GADM
Balighata,BGD::Rajshahi::Joypurhat::Panchbibi::Balighata,4,union,Union,BGD,GADM
Dharanji,BGD::Rajshahi::Joypurhat::Panchbibi::Dharanji,4,union,Union,BGD,GADM
Kusumba,BGD::Rajshahi::Joypurhat::Panchbibi::Kusumba,4,union,Union,BGD,GADM
Mohamadpur,BGD::Rajshahi::Joypurhat::Panchbibi::Mohamadpur,4,union,Union,BGD,GADM
Panchbibi Paurashava,BGD::Rajshahi::Joypurhat::Panchbibi::Panchbibi Paurashava,4,union,Union,BGD,GADM
Ahsanganj,BGD::Rajshahi::Naogaon::Atrai::Ahsanganj,4,union,Union,BGD,GADM
Bhopara,BGD::Rajshahi::Naogaon::Atrai::Bhopara,4,union,Union,BGD,GADM
Bisha,BGD::Rajshahi::Naogaon::Atrai::Bisha,4,union,Union,BGD,GADM
Hatkalu Para,BGD::Rajshahi::Naogaon::Atrai::Hatkalu Para,4,union,Union,BGD,GADM
Kalikapur,BGD::Rajshahi::Naogaon::Atrai::Kalikapur,4,union,Union,BGD,GADM
Maniari,BGD::Rajshahi::Naogaon::Atrai::Maniari,4,union,Union,BGD,GADM
Panchupur,BGD::Rajshahi::Naogaon::Atrai::Panchupur,4,union,Union,BGD,GADM
Sahagola,BGD::Rajshahi::Naogaon::Atrai::Sahagola,4,union,Union,BGD,GADM
Adhaipur,BGD::Rajshahi::Naogaon::Badalgachhi::Adhaipur,4,union,Union,BGD,GADM
Badalgachhi,BGD::Rajshahi::Naogaon::Badalgachhi::Badalgachhi,4,union,Union,BGD,GADM
Balubhara,BGD::Rajshahi::Naogaon::Badalgachhi::Balubhara,4,union,Union,BGD,GADM
Bilasbari,BGD::Rajshahi::Naogaon::Badalgachhi::Bilasbari,4,union,Union,BGD,GADM
Kola,BGD::Rajshahi::Naogaon::Badalgachhi::Kola,4,union,Union,BGD,GADM
Mathurapur,BGD::Rajshahi::Naogaon::Badalgachhi::Mathurapur,4,union,Union,BGD,GADM
Mithapur,BGD::Rajshahi::Naogaon::Badalgachhi::Mithapur,4,union,Union,BGD,GADM
Pahar Pur,BGD::Rajshahi::Naogaon::Badalgachhi::Pahar Pur,4,union,Union,BGD,GADM
Agra Digun,BGD::Rajshahi::Naogaon::Dhamoirhat::Agra Digun,4,union,Union,BGD,GADM
Alampur,BGD::Rajshahi::Naogaon::Dhamoirhat::Alampur,4,union,Union,BGD,GADM
Aranagar,BGD::Rajshahi::Naogaon::Dhamoirhat::Aranagar,4,union,Union,BGD,GADM
Dhamoirhat,BGD::Rajshahi::Naogaon::Dhamoirhat::Dhamoirhat,4,union,Union,BGD,GADM
Dhamoirhat Paurashava,BGD::Rajshahi::Naogaon::Dhamoirhat::Dhamoirhat Paurashava,4,union,Union,BGD,GADM
Isabpur,BGD::Rajshahi::Naogaon::Dhamoirhat::Isabpur,4,union,Union,BGD,GADM
Jahanpur,BGD::Rajshahi::Naogaon::Dhamoirhat::Jahanpur,4,union,Union,BGD,GADM
Khelna,BGD::Rajshahi::Naogaon::Dhamoirhat::Khelna,4,union,Union,BGD,GADM
Omar,BGD::Rajshahi::Naogaon::Dhamoirhat::Omar,4,union,Union,BGD,GADM
Bhimpur,BGD::Rajshahi::Naogaon::Mahadebpur::Bhimpur,4,union,Union,BGD,GADM
Chandas,BGD::Rajshahi::Naogaon::Mahadebpur::Chandas,4,union,Union,BGD,GADM
Cheragpur,BGD::Rajshahi::Naogaon::Mahadebpur::Cheragpur,4,union,Union,BGD,GADM
Enayetpur,BGD::Rajshahi::Naogaon::Mahadebpur::Enayetpur,4,union,Union,BGD,GADM
Hatur,BGD::Rajshahi::Naogaon::Mahadebpur::Hatur,4,union,Union,BGD,GADM
Khajur,BGD::Rajshahi::Naogaon::Mahadebpur::Khajur,4,union,Union,BGD,GADM
Mahadebpur,BGD::Rajshahi::Naogaon::Mahadebpur::Mahadebpur,4,union,Union,BGD,GADM
Roygaon,BGD::Rajshahi::Naogaon::Mahadebpur::Roygaon,4,union,Union,BGD,GADM
Safapur,BGD::Rajshahi::Naogaon::Mahadebpur::Safapur,4,union,Union,BGD,GADM
Uttargram,BGD::Rajshahi::Naogaon::Mahadebpur::Uttargram,4,union,Union,BGD,GADM
Bhalain,BGD::Rajshahi::Naogaon::Manda::Bhalain,4,union,Union,BGD,GADM
Bharso,BGD::Rajshahi::Naogaon::Manda::Bharso,4,union,Union,BGD,GADM
Bishnupur,BGD::Rajshahi::Naogaon::Manda::Bishnupur,4,union,Union,BGD,GADM
Ganeshpur,BGD::Rajshahi::Naogaon::Manda::Ganeshpur,4,union,Union,BGD,GADM
Kalikapur,BGD::Rajshahi::Naogaon::Manda::Kalikapur,4,union,Union,BGD,GADM
Kanso Para,BGD::Rajshahi::Naogaon::Manda::Kanso Para,4,union,Union,BGD,GADM
Kashab,BGD::Rajshahi::Naogaon::Manda::Kashab,4,union,Union,BGD,GADM
Kusumba,BGD::Rajshahi::Naogaon::Manda::Kusumba,4,union,Union,BGD,GADM
Mainani,BGD::Rajshahi::Naogaon::Manda::Mainani,4,union,Union,BGD,GADM
Manda,BGD::Rajshahi::Naogaon::Manda::Manda,4,union,Union,BGD,GADM
Nurullabad,BGD::Rajshahi::Naogaon::Manda::Nurullabad,4,union,Union,BGD,GADM
Paranpur,BGD::Rajshahi::Naogaon::Manda::Paranpur,4,union,Union,BGD,GADM
Prasadpur,BGD::Rajshahi::Naogaon::Manda::Prasadpur,4,union,Union,BGD,GADM
Tentulia,BGD::Rajshahi::Naogaon::Manda::Tentulia,4,union,Union,BGD,GADM
Baktiarpur,BGD::Rajshahi::Naogaon::Naogaon Sadar::Baktiarpur,4,union,Union,BGD,GADM
Balihar,BGD::Rajshahi::Naogaon::Naogaon Sadar::Balihar,4,union,Union,BGD,GADM
Barshail,BGD::Rajshahi::Naogaon::Naogaon Sadar::Barshail,4,union,Union,BGD,GADM
Boalia,BGD::Rajshahi::Naogaon::Naogaon Sadar::Boalia,4,union,Union,BGD,GADM
Chandipur,BGD::Rajshahi::Naogaon::Naogaon Sadar::Chandipur,4,union,Union,BGD,GADM
Dubalhati,BGD::Rajshahi::Naogaon::Naogaon Sadar::Dubalhati,4,union,Union,BGD,GADM
Hapania,BGD::Rajshahi::Naogaon::Naogaon Sadar::Hapania,4,union,Union,BGD,GADM
Hashaighari,BGD::Rajshahi::Naogaon::Naogaon Sadar::Hashaighari,4,union,Union,BGD,GADM
Kirtipur,BGD::Rajshahi::Naogaon::Naogaon Sadar::Kirtipur,4,union,Union,BGD,GADM
Naogaon Paurashava,BGD::Rajshahi::Naogaon::Naogaon Sadar::Naogaon Paurashava,4,union,Union,BGD,GADM
Sailgachhi,BGD::Rajshahi::Naogaon::Naogaon Sadar::Sailgachhi,4,union,Union,BGD,GADM
Sekherpur,BGD::Rajshahi::Naogaon::Naogaon Sadar::Sekherpur,4,union,Union,BGD,GADM
Tilakpur,BGD::Rajshahi::Naogaon::Naogaon Sadar::Tilakpur,4,union,Union,BGD,GADM
Bahadurpur,BGD::Rajshahi::Naogaon::Niamatpur::Bahadurpur,4,union,Union,BGD,GADM
Bhabicha,BGD::Rajshahi::Naogaon::Niamatpur::Bhabicha,4,union,Union,BGD,GADM
Chandan Nagar,BGD::Rajshahi::Naogaon::Niamatpur::Chandan Nagar,4,union,Union,BGD,GADM
Hajinagar,BGD::Rajshahi::Naogaon::Niamatpur::Hajinagar,4,union,Union,BGD,GADM
Niamatpur,BGD::Rajshahi::Naogaon::Niamatpur::Niamatpur,4,union,Union,BGD,GADM
Parail,BGD::Rajshahi::Naogaon::Niamatpur::Parail,4,union,Union,BGD,GADM
Rasulpur,BGD::Rajshahi::Naogaon::Niamatpur::Rasulpur,4,union,Union,BGD,GADM
Sreemantapur,BGD::Rajshahi::Naogaon::Niamatpur::Sreemantapur,4,union,Union,BGD,GADM
Akbarpur,BGD::Rajshahi::Naogaon::Patnitala::Akbarpur,4,union,Union,BGD,GADM
Amair,BGD::Rajshahi::Naogaon::Patnitala::Amair,4,union,Union,BGD,GADM
Dibar,BGD::Rajshahi::Naogaon::Patnitala::Dibar,4,union,Union,BGD,GADM
Ghoshnagar,BGD::Rajshahi::Naogaon::Patnitala::Ghoshnagar,4,union,Union,BGD,GADM
Krishnapur,BGD::Rajshahi::Naogaon::Patnitala::Krishnapur,4,union,Union,BGD,GADM
Matindhar,BGD::Rajshahi::Naogaon::Patnitala::Matindhar,4,union,Union,BGD,GADM
Nazipur,BGD::Rajshahi::Naogaon::Patnitala::Nazipur,4,union,Union,BGD,GADM
Nirmail,BGD::Rajshahi::Naogaon::Patnitala::Nirmail,4,union,Union,BGD,GADM
Nozipur Paurashava,BGD::Rajshahi::Naogaon::Patnitala::Nozipur Paurashava,4,union,Union,BGD,GADM
Patichara,BGD::Rajshahi::Naogaon::Patnitala::Patichara,4,union,Union,BGD,GADM
Patnitala,BGD::Rajshahi::Naogaon::Patnitala::Patnitala,4,union,Union,BGD,GADM
Shihara,BGD::Rajshahi::Naogaon::Patnitala::Shihara,4,union,Union,BGD,GADM
Chhaor,BGD::Rajshahi::Naogaon::Porsha::Chhaor,4,union,Union,BGD,GADM
Ganguria,BGD::Rajshahi::Naogaon::Porsha::Ganguria,4,union,Union,BGD,GADM
Ghatnagar,BGD::Rajshahi::Naogaon::Porsha::Ghatnagar,4,union,Union,BGD,GADM
Masidpur,BGD::Rajshahi::Naogaon::Porsha::Masidpur,4,union,Union,BGD,GADM
Nithpur,BGD::Rajshahi::Naogaon::Porsha::Nithpur,4,union,Union,BGD,GADM
Tentulia,BGD::Rajshahi::Naogaon::Porsha::Tentulia,4,union,Union,BGD,GADM
Bargachha,BGD::Rajshahi::Naogaon::Raninagar::Bargachha,4,union,Union,BGD,GADM
Ekdala,BGD::Rajshahi::Naogaon::Raninagar::Ekdala,4,union,Union,BGD,GADM
Gona,BGD::Rajshahi::Naogaon::Raninagar::Gona,4,union,Union,BGD,GADM
Kaligram,BGD::Rajshahi::Naogaon::Raninagar::Kaligram,4,union,Union,BGD,GADM
Kashimpur,BGD::Rajshahi::Naogaon::Raninagar::Kashimpur,4,union,Union,BGD,GADM
Mirat,BGD::Rajshahi::Naogaon::Raninagar::Mirat,4,union,Union,BGD,GADM
Parail,BGD::Rajshahi::Naogaon::Raninagar::Parail,4,union,Union,BGD,GADM
Raninagar,BGD::Rajshahi::Naogaon::Raninagar::Raninagar,4,union,Union,BGD,GADM
Aihai,BGD::Rajshahi::Naogaon::Sapahar::Aihai,4,union,Union,BGD,GADM
Goala,BGD::Rajshahi::Naogaon::Sapahar::Goala,4,union,Union,BGD,GADM
Pathari,BGD::Rajshahi::Naogaon::Sapahar::Pathari,4,union,Union,BGD,GADM
Sapahar,BGD::Rajshahi::Naogaon::Sapahar::Sapahar,4,union,Union,BGD,GADM
Shiranti,BGD::Rajshahi::Naogaon::Sapahar::Shiranti,4,union,Union,BGD,GADM
Tilna,BGD::Rajshahi::Naogaon::Sapahar::Tilna,4,union,Union,BGD,GADM
Bagati Para,BGD::Rajshahi::Natore::Bagati Para::Bagati Para,4,union,Union,BGD,GADM
Bagatipara Paurashava,BGD::Rajshahi::Natore::Bagati Para::Bagatipara Paurashava,4,union,Union,BGD,GADM
Dayarampur,BGD::Rajshahi::Natore::Bagati Para::Dayarampur,4,union,Union,BGD,GADM
Fhaguradiar,BGD::Rajshahi::Natore::Bagati Para::Fhaguradiar,4,union,Union,BGD,GADM
Jamnagar,BGD::Rajshahi::Natore::Bagati Para::Jamnagar,4,union,Union,BGD,GADM
Panka,BGD::Rajshahi::Natore::Bagati Para::Panka,4,union,Union,BGD,GADM
Banpara Paurashava,BGD::Rajshahi::Natore::Baraigram::Banpara Paurashava,4,union,Union,BGD,GADM
Baraigram,BGD::Rajshahi::Natore::Baraigram::Baraigram,4,union,Union,BGD,GADM
Baraigram Paurashava,BGD::Rajshahi::Natore::Baraigram::Baraigram Paurashava,4,union,Union,BGD,GADM
Chandi,BGD::Rajshahi::Natore::Baraigram::Chandi,4,union,Union,BGD,GADM
Gopalpur,BGD::Rajshahi::Natore::Baraigram::Gopalpur,4,union,Union,BGD,GADM
Joari,BGD::Rajshahi::Natore::Baraigram::Joari,4,union,Union,BGD,GADM
Jonail,BGD::Rajshahi::Natore::Baraigram::Jonail,4,union,Union,BGD,GADM
Majgaon,BGD::Rajshahi::Natore::Baraigram::Majgaon,4,union,Union,BGD,GADM
Nagar,BGD::Rajshahi::Natore::Baraigram::Nagar,4,union,Union,BGD,GADM
Biaghat,BGD::Rajshahi::Natore::Gurudaspur::Biaghat,4,union,Union,BGD,GADM
Chapila,BGD::Rajshahi::Natore::Gurudaspur::Chapila,4,union,Union,BGD,GADM
Dharabarisha,BGD::Rajshahi::Natore::Gurudaspur::Dharabarisha,4,union,Union,BGD,GADM
Gurudaspur Paurashava,BGD::Rajshahi::Natore::Gurudaspur::Gurudaspur Paurashava,4,union,Union,BGD,GADM
Khubjipur,BGD::Rajshahi::Natore::Gurudaspur::Khubjipur,4,union,Union,BGD,GADM
Moshinda,BGD::Rajshahi::Natore::Gurudaspur::Moshinda,4,union,Union,BGD,GADM
Nazirpur,BGD::Rajshahi::Natore::Gurudaspur::Nazirpur,4,union,Union,BGD,GADM
Arbab,BGD::Rajshahi::Natore::Lalpur::Arbab,4,union,Union,BGD,GADM
Arjunpur Boromhati,BGD::Rajshahi::Natore::Lalpur::Arjunpur Boromhati,4,union,Union,BGD,GADM
Bilmaria,BGD::Rajshahi::Natore::Lalpur::Bilmaria,4,union,Union,BGD,GADM
Changdhupail,BGD::Rajshahi::Natore::Lalpur::Changdhupail,4,union,Union,BGD,GADM
Duaria,BGD::Rajshahi::Natore::Lalpur::Duaria,4,union,Union,BGD,GADM
Durduria,BGD::Rajshahi::Natore::Lalpur::Durduria,4,union,Union,BGD,GADM
Gopalpur (Lalpur) Paurashav,BGD::Rajshahi::Natore::Lalpur::Gopalpur (Lalpur) Paurashav,4,union,Union,BGD,GADM
Ishwardi,BGD::Rajshahi::Natore::Lalpur::Ishwardi,4,union,Union,BGD,GADM
Kadam Chilan,BGD::Rajshahi::Natore::Lalpur::Kadam Chilan,4,union,Union,BGD,GADM
Lalpur,BGD::Rajshahi::Natore::Lalpur::Lalpur,4,union,Union,BGD,GADM
Walia,BGD::Rajshahi::Natore::Lalpur::Walia,4,union,Union,BGD,GADM
Bara Harishpur,BGD::Rajshahi::Natore::Natore Sadar::Bara Harishpur,4,union,Union,BGD,GADM
