SURVEY NAME,FILE TYPE,FILE NAME,FILE FORMAT
"Egypt DHS-I, Standard DHS, 1988",Service Availability Raw,EGSQ02SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-II, Standard DHS, 1992",Births Recode,EGBR21DT.ZIP,Stata dataset (.dta)
"Egypt DHS-II, Standard DHS, 1992",Births Recode,EGBR21FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-II, Standard DHS, 1992",Births Recode,EGBR21SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-II, Standard DHS, 1992",Births Recode,EGBR21SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-II, Standard DHS, 1992",Children's Recode,EGKR21DT.ZIP,Stata dataset (.dta)
"Egypt DHS-II, Standard DHS, 1992",Children's Recode,EGKR21FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-II, Standard DHS, 1992",Children's Recode,EGKR21SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-II, Standard DHS, 1992",Children's Recode,EGKR21SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,EGHW21.ZIP,Hierarchical
"Egypt DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,EGHW21DT.ZIP,Stata dataset (.dta)
"Egypt DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,EGHW21FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,EGHW21SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-II, Standard DHS, 1992",Height and Weight Scores - WHO Child Growth Standards,EGHW21SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-II, Standard DHS, 1992",Household Member Recode,EGPR21DT.ZIP,Stata dataset (.dta)
"Egypt DHS-II, Standard DHS, 1992",Household Member Recode,EGPR21FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-II, Standard DHS, 1992",Household Member Recode,EGPR21SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-II, Standard DHS, 1992",Household Member Recode,EGPR21SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-II, Standard DHS, 1992",Household Recode,EGHR21DT.ZIP,Stata dataset (.dta)
"Egypt DHS-II, Standard DHS, 1992",Household Recode,EGHR21FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-II, Standard DHS, 1992",Household Recode,EGHR21SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-II, Standard DHS, 1992",Household Recode,EGHR21SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-II, Standard DHS, 1992",Individual Recode,EGIR21.ZIP,Hierarchical
"Egypt DHS-II, Standard DHS, 1992",Individual Recode,EGIR21DT.ZIP,Stata dataset (.dta)
"Egypt DHS-II, Standard DHS, 1992",Individual Recode,EGIR21FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-II, Standard DHS, 1992",Individual Recode,EGIR21SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-II, Standard DHS, 1992",Individual Recode,EGIR21SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, In Depth, 1996-97",Household Raw,EGHH3ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, In Depth, 1996-97",Household Raw,EGHH3AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, In Depth, 1996-97",Household Raw,EGHH3ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, In Depth, 1996-97",Household Raw,EGHH3ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, In Depth, 1996-97",Individual Raw,EGIQ3A.ZIP,Hierarchical
"Egypt DHS-III, In Depth, 1996-97",Individual Raw,EGIQ3ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, In Depth, 1996-97",Individual Raw,EGIQ3AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, In Depth, 1996-97",Individual Raw,EGIQ3ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, In Depth, 1996-97",Individual Raw,EGIQ3ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, Standard DHS, 1995",Births Recode,EGBR33DT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, Standard DHS, 1995",Births Recode,EGBR33FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, Standard DHS, 1995",Births Recode,EGBR33SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, Standard DHS, 1995",Births Recode,EGBR33SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, Standard DHS, 1995",Children's Recode,EGKR33DT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, Standard DHS, 1995",Children's Recode,EGKR33FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, Standard DHS, 1995",Children's Recode,EGKR33SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, Standard DHS, 1995",Children's Recode,EGKR33SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, Standard DHS, 1995",Height and Weight Scores - WHO Child Growth Standards,EGHW33.ZIP,Hierarchical
"Egypt DHS-III, Standard DHS, 1995",Height and Weight Scores - WHO Child Growth Standards,EGHW33DT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, Standard DHS, 1995",Height and Weight Scores - WHO Child Growth Standards,EGHW33FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, Standard DHS, 1995",Height and Weight Scores - WHO Child Growth Standards,EGHW33SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, Standard DHS, 1995",Height and Weight Scores - WHO Child Growth Standards,EGHW33SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, Standard DHS, 1995",Household Member Recode,EGPR33DT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, Standard DHS, 1995",Household Member Recode,EGPR33FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, Standard DHS, 1995",Household Member Recode,EGPR33SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, Standard DHS, 1995",Household Member Recode,EGPR33SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, Standard DHS, 1995",Household Recode,EGHR33DT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, Standard DHS, 1995",Household Recode,EGHR33FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, Standard DHS, 1995",Household Recode,EGHR33SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, Standard DHS, 1995",Household Recode,EGHR33SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, Standard DHS, 1995",Individual Recode,EGIR33.ZIP,Hierarchical
"Egypt DHS-III, Standard DHS, 1995",Individual Recode,EGIR33DT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, Standard DHS, 1995",Individual Recode,EGIR33FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, Standard DHS, 1995",Individual Recode,EGIR33SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, Standard DHS, 1995",Individual Recode,EGIR33SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, Standard DHS, 1995",Wealth Index,EGWI32.ZIP,Hierarchical
"Egypt DHS-III, Standard DHS, 1995",Wealth Index,EGWI32DT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, Standard DHS, 1995",Wealth Index,EGWI32FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, Standard DHS, 1995",Wealth Index,EGWI32SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, Standard DHS, 1995",Wealth Index,EGWI32SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-III, Standard DHS, 1995",Women's Status,EGWS39.ZIP,Hierarchical
"Egypt DHS-III, Standard DHS, 1995",Women's Status,EGWS39DT.ZIP,Stata dataset (.dta)
"Egypt DHS-III, Standard DHS, 1995",Women's Status,EGWS39FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-III, Standard DHS, 1995",Women's Status,EGWS39SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-III, Standard DHS, 1995",Women's Status,EGWS39SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Interim DHS, 2003",Births Recode,EGBR4ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Interim DHS, 2003",Births Recode,EGBR4AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Interim DHS, 2003",Births Recode,EGBR4ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Interim DHS, 2003",Births Recode,EGBR4ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Interim DHS, 2003",Children's Recode,EGKR4ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Interim DHS, 2003",Children's Recode,EGKR4AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Interim DHS, 2003",Children's Recode,EGKR4ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Interim DHS, 2003",Children's Recode,EGKR4ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Interim DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,EGHW4A.ZIP,Hierarchical
"Egypt DHS-IV, Interim DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,EGHW4ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Interim DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,EGHW4AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Interim DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,EGHW4ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Interim DHS, 2003",Height and Weight Scores - WHO Child Growth Standards,EGHW4ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Interim DHS, 2003",Household Member Recode,EGPR4ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Interim DHS, 2003",Household Member Recode,EGPR4AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Interim DHS, 2003",Household Member Recode,EGPR4ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Interim DHS, 2003",Household Member Recode,EGPR4ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Interim DHS, 2003",Household Recode,EGHR4ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Interim DHS, 2003",Household Recode,EGHR4AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Interim DHS, 2003",Household Recode,EGHR4ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Interim DHS, 2003",Household Recode,EGHR4ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Interim DHS, 2003",Individual Recode,EGIR4A.ZIP,Hierarchical
"Egypt DHS-IV, Interim DHS, 2003",Individual Recode,EGIR4ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Interim DHS, 2003",Individual Recode,EGIR4AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Interim DHS, 2003",Individual Recode,EGIR4ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Interim DHS, 2003",Individual Recode,EGIR4ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Interim DHS, 2003",Wealth Index,EGWI4A.ZIP,Hierarchical
"Egypt DHS-IV, Interim DHS, 2003",Wealth Index,EGWI4ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Interim DHS, 2003",Wealth Index,EGWI4AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Interim DHS, 2003",Wealth Index,EGWI4ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Interim DHS, 2003",Wealth Index,EGWI4ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Standard DHS, 2000",Births Recode,EGBR42DT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Standard DHS, 2000",Births Recode,EGBR42FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Standard DHS, 2000",Births Recode,EGBR42SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Standard DHS, 2000",Births Recode,EGBR42SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Standard DHS, 2000",Children's Recode,EGKR42DT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Standard DHS, 2000",Children's Recode,EGKR42FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Standard DHS, 2000",Children's Recode,EGKR42SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Standard DHS, 2000",Children's Recode,EGKR42SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,EGHW41.ZIP,Hierarchical
"Egypt DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,EGHW41DT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,EGHW41FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,EGHW41SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,EGHW41SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Standard DHS, 2000",Household Member Recode,EGPR42DT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Standard DHS, 2000",Household Member Recode,EGPR42FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Standard DHS, 2000",Household Member Recode,EGPR42SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Standard DHS, 2000",Household Member Recode,EGPR42SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Standard DHS, 2000",Household Recode,EGHR42DT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Standard DHS, 2000",Household Recode,EGHR42FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Standard DHS, 2000",Household Recode,EGHR42SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Standard DHS, 2000",Household Recode,EGHR42SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Standard DHS, 2000",Individual Recode,EGIR42.ZIP,Hierarchical
"Egypt DHS-IV, Standard DHS, 2000",Individual Recode,EGIR42DT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Standard DHS, 2000",Individual Recode,EGIR42FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Standard DHS, 2000",Individual Recode,EGIR42SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Standard DHS, 2000",Individual Recode,EGIR42SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-IV, Standard DHS, 2000",Wealth Index,EGWI41.ZIP,Hierarchical
"Egypt DHS-IV, Standard DHS, 2000",Wealth Index,EGWI41DT.ZIP,Stata dataset (.dta)
"Egypt DHS-IV, Standard DHS, 2000",Wealth Index,EGWI41FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-IV, Standard DHS, 2000",Wealth Index,EGWI41SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-IV, Standard DHS, 2000",Wealth Index,EGWI41SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2005",Births Recode,EGBR51DT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2005",Births Recode,EGBR51FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2005",Births Recode,EGBR51SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2005",Births Recode,EGBR51SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2005",Children's Recode,EGKR51DT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2005",Children's Recode,EGKR51FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2005",Children's Recode,EGKR51SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2005",Children's Recode,EGKR51SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,EGHW51.ZIP,Hierarchical
"Egypt DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,EGHW51DT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,EGHW51FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,EGHW51SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,EGHW51SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2005",Household Member Recode,EGPR51DT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2005",Household Member Recode,EGPR51FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2005",Household Member Recode,EGPR51SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2005",Household Member Recode,EGPR51SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2005",Household Recode,EGHR51DT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2005",Household Recode,EGHR51FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2005",Household Recode,EGHR51SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2005",Household Recode,EGHR51SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2005",Individual Recode,EGIR51.ZIP,Hierarchical
"Egypt DHS-V, Standard DHS, 2005",Individual Recode,EGIR51DT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2005",Individual Recode,EGIR51FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2005",Individual Recode,EGIR51SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2005",Individual Recode,EGIR51SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Births Recode,EGBR5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Births Recode,EGBR5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Births Recode,EGBR5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Births Recode,EGBR5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Children's Recode,EGKR5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Children's Recode,EGKR5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Children's Recode,EGKR5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Children's Recode,EGKR5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Household Member Raw,EGPQ5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Household Member Raw,EGPQ5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Household Member Raw,EGPQ5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Household Member Raw,EGPQ5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Household Member Recode,EGPR5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Household Member Recode,EGPR5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Household Member Recode,EGPR5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Household Member Recode,EGPR5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Household Raw,EGHH5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Household Raw,EGHH5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Household Raw,EGHH5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Household Raw,EGHH5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Household Recode,EGHR5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Household Recode,EGHR5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Household Recode,EGHR5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Household Recode,EGHR5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Individual Raw,EGIQ5A.ZIP,Hierarchical
"Egypt DHS-V, Standard DHS, 2008",Individual Raw,EGIQ5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Individual Raw,EGIQ5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Individual Raw,EGIQ5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Individual Raw,EGIQ5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Individual Recode,EGIR5A.ZIP,Hierarchical
"Egypt DHS-V, Standard DHS, 2008",Individual Recode,EGIR5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Individual Recode,EGIR5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Individual Recode,EGIR5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Individual Recode,EGIR5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-V, Standard DHS, 2008",Other Data,EGOD5A.ZIP,Hierarchical
"Egypt DHS-V, Standard DHS, 2008",Other Data,EGOD5ADT.ZIP,Stata dataset (.dta)
"Egypt DHS-V, Standard DHS, 2008",Other Data,EGOD5AFL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-V, Standard DHS, 2008",Other Data,EGOD5ASD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-V, Standard DHS, 2008",Other Data,EGOD5ASV.ZIP,SPSS dataset (.sav)
"Egypt DHS-VI, Standard DHS, 2014",Births Recode,EGBR61DT.ZIP,Stata dataset (.dta)
"Egypt DHS-VI, Standard DHS, 2014",Births Recode,EGBR61FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-VI, Standard DHS, 2014",Births Recode,EGBR61SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-VI, Standard DHS, 2014",Births Recode,EGBR61SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-VI, Standard DHS, 2014",Children's Recode,EGKR61DT.ZIP,Stata dataset (.dta)
"Egypt DHS-VI, Standard DHS, 2014",Children's Recode,EGKR61FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-VI, Standard DHS, 2014",Children's Recode,EGKR61SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-VI, Standard DHS, 2014",Children's Recode,EGKR61SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-VI, Standard DHS, 2014",Household Member Recode,EGPR61DT.ZIP,Stata dataset (.dta)
"Egypt DHS-VI, Standard DHS, 2014",Household Member Recode,EGPR61FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-VI, Standard DHS, 2014",Household Member Recode,EGPR61SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-VI, Standard DHS, 2014",Household Member Recode,EGPR61SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-VI, Standard DHS, 2014",Household Recode,EGHR61DT.ZIP,Stata dataset (.dta)
"Egypt DHS-VI, Standard DHS, 2014",Household Recode,EGHR61FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-VI, Standard DHS, 2014",Household Recode,EGHR61SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-VI, Standard DHS, 2014",Household Recode,EGHR61SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-VI, Standard DHS, 2014",Individual Recode,EGIR61.ZIP,Hierarchical
"Egypt DHS-VI, Standard DHS, 2014",Individual Recode,EGIR61DT.ZIP,Stata dataset (.dta)
"Egypt DHS-VI, Standard DHS, 2014",Individual Recode,EGIR61FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-VI, Standard DHS, 2014",Individual Recode,EGIR61SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-VI, Standard DHS, 2014",Individual Recode,EGIR61SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-VII, Special, 2015",Children's Raw,EGCH73DT.ZIP,Stata dataset (.dta)
"Egypt DHS-VII, Special, 2015",Children's Raw,EGCH73FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-VII, Special, 2015",Children's Raw,EGCH73SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-VII, Special, 2015",Children's Raw,EGCH73SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-VII, Special, 2015",Household Raw,EGHH73DT.ZIP,Stata dataset (.dta)
"Egypt DHS-VII, Special, 2015",Household Raw,EGHH73FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-VII, Special, 2015",Household Raw,EGHH73SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-VII, Special, 2015",Household Raw,EGHH73SV.ZIP,SPSS dataset (.sav)
"Egypt DHS-VII, Special, 2015",Individual Raw,EGIQ73.ZIP,Hierarchical
"Egypt DHS-VII, Special, 2015",Individual Raw,EGIQ73DT.ZIP,Stata dataset (.dta)
"Egypt DHS-VII, Special, 2015",Individual Raw,EGIQ73FL.ZIP,Flat ASCII data (.dat)
"Egypt DHS-VII, Special, 2015",Individual Raw,EGIQ73SD.ZIP,SAS dataset (.sas7bdat)
"Egypt DHS-VII, Special, 2015",Individual Raw,EGIQ73SV.ZIP,SPSS dataset (.sav)
"El Salvador DHS-I, Standard DHS, 1985",Births Recode,ESBR01DT.ZIP,Stata dataset (.dta)
"El Salvador DHS-I, Standard DHS, 1985",Births Recode,ESBR01FL.ZIP,Flat ASCII data (.dat)
"El Salvador DHS-I, Standard DHS, 1985",Births Recode,ESBR01SD.ZIP,SAS dataset (.sas7bdat)
"El Salvador DHS-I, Standard DHS, 1985",Births Recode,ESBR01SV.ZIP,SPSS dataset (.sav)
"El Salvador DHS-I, Standard DHS, 1985",Individual Recode,ESIR01.ZIP,Hierarchical
"El Salvador DHS-I, Standard DHS, 1985",Individual Recode,ESIR01DT.ZIP,Stata dataset (.dta)
"El Salvador DHS-I, Standard DHS, 1985",Individual Recode,ESIR01FL.ZIP,Flat ASCII data (.dat)
"El Salvador DHS-I, Standard DHS, 1985",Individual Recode,ESIR01SD.ZIP,SAS dataset (.sas7bdat)
"El Salvador DHS-I, Standard DHS, 1985",Individual Recode,ESIR01SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Births Recode,ETBR41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Births Recode,ETBR41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Births Recode,ETBR41SD.ZIP,SAS dataset (.sas7bdat)
