SURVEY NAME,FILE TYPE,FILE NAME,FILE FORMAT
"Ethiopia DHS-IV, Standard DHS, 2000",Births Recode,ETBR41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Children's Recode,ETKR41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Children's Recode,ETKR41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Children's Recode,ETKR41SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-IV, Standard DHS, 2000",Children's Recode,ETKR41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Couples' Recode,ETCR41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Couples' Recode,ETCR41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Couples' Recode,ETCR41SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-IV, Standard DHS, 2000",Couples' Recode,ETCR41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,ETHW41.ZIP,Hierarchical
"Ethiopia DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,ETHW41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,ETHW41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,ETHW41SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,ETHW41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Household Member Recode,ETPR41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Household Member Recode,ETPR41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Household Member Recode,ETPR41SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-IV, Standard DHS, 2000",Household Member Recode,ETPR41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Household Recode,ETHR41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Household Recode,ETHR41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Household Recode,ETHR41SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-IV, Standard DHS, 2000",Household Recode,ETHR41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Individual Recode,ETIR41.ZIP,Hierarchical
"Ethiopia DHS-IV, Standard DHS, 2000",Individual Recode,ETIR41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Individual Recode,ETIR41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Individual Recode,ETIR41SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-IV, Standard DHS, 2000",Individual Recode,ETIR41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Men's Recode,ETMR41.ZIP,Hierarchical
"Ethiopia DHS-IV, Standard DHS, 2000",Men's Recode,ETMR41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Men's Recode,ETMR41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Men's Recode,ETMR41SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-IV, Standard DHS, 2000",Men's Recode,ETMR41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-IV, Standard DHS, 2000",Wealth Index,ETWI41.ZIP,Hierarchical
"Ethiopia DHS-IV, Standard DHS, 2000",Wealth Index,ETWI41DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-IV, Standard DHS, 2000",Wealth Index,ETWI41FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-IV, Standard DHS, 2000",Wealth Index,ETWI41SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-IV, Standard DHS, 2000",Wealth Index,ETWI41SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-V, Standard DHS, 2005",Births Recode,ETBR51DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-V, Standard DHS, 2005",Births Recode,ETBR51FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-V, Standard DHS, 2005",Births Recode,ETBR51SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-V, Standard DHS, 2005",Births Recode,ETBR51SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-V, Standard DHS, 2005",Children's Recode,ETKR51DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-V, Standard DHS, 2005",Children's Recode,ETKR51FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-V, Standard DHS, 2005",Children's Recode,ETKR51SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-V, Standard DHS, 2005",Children's Recode,ETKR51SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-V, Standard DHS, 2005",Couples' Recode,ETCR51DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-V, Standard DHS, 2005",Couples' Recode,ETCR51FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-V, Standard DHS, 2005",Couples' Recode,ETCR51SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-V, Standard DHS, 2005",Couples' Recode,ETCR51SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,ETHW51.ZIP,Hierarchical
"Ethiopia DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,ETHW51DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,ETHW51FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,ETHW51SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-V, Standard DHS, 2005",Height and Weight Scores - WHO Child Growth Standards,ETHW51SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-V, Standard DHS, 2005",Household Member Recode,ETPR51DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-V, Standard DHS, 2005",Household Member Recode,ETPR51FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-V, Standard DHS, 2005",Household Member Recode,ETPR51SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-V, Standard DHS, 2005",Household Member Recode,ETPR51SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-V, Standard DHS, 2005",Household Recode,ETHR51DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-V, Standard DHS, 2005",Household Recode,ETHR51FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-V, Standard DHS, 2005",Household Recode,ETHR51SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-V, Standard DHS, 2005",Household Recode,ETHR51SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-V, Standard DHS, 2005",Individual Recode,ETIR51.ZIP,Hierarchical
"Ethiopia DHS-V, Standard DHS, 2005",Individual Recode,ETIR51DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-V, Standard DHS, 2005",Individual Recode,ETIR51FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-V, Standard DHS, 2005",Individual Recode,ETIR51SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-V, Standard DHS, 2005",Individual Recode,ETIR51SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-V, Standard DHS, 2005",Men's Recode,ETMR51.ZIP,Hierarchical
"Ethiopia DHS-V, Standard DHS, 2005",Men's Recode,ETMR51DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-V, Standard DHS, 2005",Men's Recode,ETMR51FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-V, Standard DHS, 2005",Men's Recode,ETMR51SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-V, Standard DHS, 2005",Men's Recode,ETMR51SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-VI, Standard DHS, 2011",Births Recode,ETBR61DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-VI, Standard DHS, 2011",Births Recode,ETBR61FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-VI, Standard DHS, 2011",Births Recode,ETBR61SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-VI, Standard DHS, 2011",Births Recode,ETBR61SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-VI, Standard DHS, 2011",Children's Recode,ETKR61DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-VI, Standard DHS, 2011",Children's Recode,ETKR61FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-VI, Standard DHS, 2011",Children's Recode,ETKR61SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-VI, Standard DHS, 2011",Children's Recode,ETKR61SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-VI, Standard DHS, 2011",Couples' Recode,ETCR61DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-VI, Standard DHS, 2011",Couples' Recode,ETCR61FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-VI, Standard DHS, 2011",Couples' Recode,ETCR61SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-VI, Standard DHS, 2011",Couples' Recode,ETCR61SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-VI, Standard DHS, 2011",Household Member Recode,ETPR61DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-VI, Standard DHS, 2011",Household Member Recode,ETPR61FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-VI, Standard DHS, 2011",Household Member Recode,ETPR61SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-VI, Standard DHS, 2011",Household Member Recode,ETPR61SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-VI, Standard DHS, 2011",Household Recode,ETHR61DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-VI, Standard DHS, 2011",Household Recode,ETHR61FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-VI, Standard DHS, 2011",Household Recode,ETHR61SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-VI, Standard DHS, 2011",Household Recode,ETHR61SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-VI, Standard DHS, 2011",Individual Recode,ETIR61.ZIP,Hierarchical
"Ethiopia DHS-VI, Standard DHS, 2011",Individual Recode,ETIR61DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-VI, Standard DHS, 2011",Individual Recode,ETIR61FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-VI, Standard DHS, 2011",Individual Recode,ETIR61SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-VI, Standard DHS, 2011",Individual Recode,ETIR61SV.ZIP,SPSS dataset (.sav)
"Ethiopia DHS-VI, Standard DHS, 2011",Men's Recode,ETMR61.ZIP,Hierarchical
"Ethiopia DHS-VI, Standard DHS, 2011",Men's Recode,ETMR61DT.ZIP,Stata dataset (.dta)
"Ethiopia DHS-VI, Standard DHS, 2011",Men's Recode,ETMR61FL.ZIP,Flat ASCII data (.dat)
"Ethiopia DHS-VI, Standard DHS, 2011",Men's Recode,ETMR61SD.ZIP,SAS dataset (.sas7bdat)
"Ethiopia DHS-VI, Standard DHS, 2011",Men's Recode,ETMR61SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Births Recode,GABR41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Births Recode,GABR41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Births Recode,GABR41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Births Recode,GABR41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Children's Recode,GAKR41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Children's Recode,GAKR41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Children's Recode,GAKR41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Children's Recode,GAKR41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Couples' Recode,GACR41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Couples' Recode,GACR41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Couples' Recode,GACR41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Couples' Recode,GACR41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,GAHW41.ZIP,Hierarchical
"Gabon DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,GAHW41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,GAHW41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,GAHW41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Height and Weight Scores - WHO Child Growth Standards,GAHW41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Household Member Recode,GAPR41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Household Member Recode,GAPR41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Household Member Recode,GAPR41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Household Member Recode,GAPR41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Household Recode,GAHR41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Household Recode,GAHR41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Household Recode,GAHR41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Household Recode,GAHR41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Individual Recode,GAIR41.ZIP,Hierarchical
"Gabon DHS-IV, Standard DHS, 2000",Individual Recode,GAIR41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Individual Recode,GAIR41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Individual Recode,GAIR41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Individual Recode,GAIR41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Men's Recode,GAMR41.ZIP,Hierarchical
"Gabon DHS-IV, Standard DHS, 2000",Men's Recode,GAMR41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Men's Recode,GAMR41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Men's Recode,GAMR41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Men's Recode,GAMR41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Service Availability Raw,GASQ41.ZIP,Hierarchical
"Gabon DHS-IV, Standard DHS, 2000",Service Availability Raw,GASQ41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Service Availability Raw,GASQ41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Service Availability Raw,GASQ41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Service Availability Raw,GASQ41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-IV, Standard DHS, 2000",Wealth Index,GAWI41.ZIP,Hierarchical
"Gabon DHS-IV, Standard DHS, 2000",Wealth Index,GAWI41DT.ZIP,Stata dataset (.dta)
"Gabon DHS-IV, Standard DHS, 2000",Wealth Index,GAWI41FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-IV, Standard DHS, 2000",Wealth Index,GAWI41SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-IV, Standard DHS, 2000",Wealth Index,GAWI41SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-VI, Standard DHS, 2012",Births Recode,GABR60DT.ZIP,Stata dataset (.dta)
"Gabon DHS-VI, Standard DHS, 2012",Births Recode,GABR60FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-VI, Standard DHS, 2012",Births Recode,GABR60SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-VI, Standard DHS, 2012",Births Recode,GABR60SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-VI, Standard DHS, 2012",Children's Recode,GAKR60DT.ZIP,Stata dataset (.dta)
"Gabon DHS-VI, Standard DHS, 2012",Children's Recode,GAKR60FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-VI, Standard DHS, 2012",Children's Recode,GAKR60SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-VI, Standard DHS, 2012",Children's Recode,GAKR60SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-VI, Standard DHS, 2012",Couples' Recode,GACR60DT.ZIP,Stata dataset (.dta)
"Gabon DHS-VI, Standard DHS, 2012",Couples' Recode,GACR60FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-VI, Standard DHS, 2012",Couples' Recode,GACR60SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-VI, Standard DHS, 2012",Couples' Recode,GACR60SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-VI, Standard DHS, 2012",Household Member Recode,GAPR60DT.ZIP,Stata dataset (.dta)
"Gabon DHS-VI, Standard DHS, 2012",Household Member Recode,GAPR60FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-VI, Standard DHS, 2012",Household Member Recode,GAPR60SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-VI, Standard DHS, 2012",Household Member Recode,GAPR60SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-VI, Standard DHS, 2012",Household Recode,GAHR60DT.ZIP,Stata dataset (.dta)
"Gabon DHS-VI, Standard DHS, 2012",Household Recode,GAHR60FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-VI, Standard DHS, 2012",Household Recode,GAHR60SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-VI, Standard DHS, 2012",Household Recode,GAHR60SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-VI, Standard DHS, 2012",Individual Recode,GAIR60.ZIP,Hierarchical
"Gabon DHS-VI, Standard DHS, 2012",Individual Recode,GAIR60DT.ZIP,Stata dataset (.dta)
"Gabon DHS-VI, Standard DHS, 2012",Individual Recode,GAIR60FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-VI, Standard DHS, 2012",Individual Recode,GAIR60SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-VI, Standard DHS, 2012",Individual Recode,GAIR60SV.ZIP,SPSS dataset (.sav)
"Gabon DHS-VI, Standard DHS, 2012",Men's Recode,GAMR60.ZIP,Hierarchical
"Gabon DHS-VI, Standard DHS, 2012",Men's Recode,GAMR60DT.ZIP,Stata dataset (.dta)
"Gabon DHS-VI, Standard DHS, 2012",Men's Recode,GAMR60FL.ZIP,Flat ASCII data (.dat)
"Gabon DHS-VI, Standard DHS, 2012",Men's Recode,GAMR60SD.ZIP,SAS dataset (.sas7bdat)
"Gabon DHS-VI, Standard DHS, 2012",Men's Recode,GAMR60SV.ZIP,SPSS dataset (.sav)
"Gambia DHS-VI, Standard DHS, 2013",Births Recode,GMBR60DT.ZIP,Stata dataset (.dta)
"Gambia DHS-VI, Standard DHS, 2013",Births Recode,GMBR60FL.ZIP,Flat ASCII data (.dat)
"Gambia DHS-VI, Standard DHS, 2013",Births Recode,GMBR60SD.ZIP,SAS dataset (.sas7bdat)
"Gambia DHS-VI, Standard DHS, 2013",Births Recode,GMBR60SV.ZIP,SPSS dataset (.sav)
"Gambia DHS-VI, Standard DHS, 2013",Children's Recode,GMKR60DT.ZIP,Stata dataset (.dta)
"Gambia DHS-VI, Standard DHS, 2013",Children's Recode,GMKR60FL.ZIP,Flat ASCII data (.dat)
"Gambia DHS-VI, Standard DHS, 2013",Children's Recode,GMKR60SD.ZIP,SAS dataset (.sas7bdat)
"Gambia DHS-VI, Standard DHS, 2013",Children's Recode,GMKR60SV.ZIP,SPSS dataset (.sav)
"Gambia DHS-VI, Standard DHS, 2013",Couples' Recode,GMCR60DT.ZIP,Stata dataset (.dta)
"Gambia DHS-VI, Standard DHS, 2013",Couples' Recode,GMCR60FL.ZIP,Flat ASCII data (.dat)
"Gambia DHS-VI, Standard DHS, 2013",Couples' Recode,GMCR60SD.ZIP,SAS dataset (.sas7bdat)
"Gambia DHS-VI, Standard DHS, 2013",Couples' Recode,GMCR60SV.ZIP,SPSS dataset (.sav)
"Gambia DHS-VI, Standard DHS, 2013",Household Member Recode,GMPR60DT.ZIP,Stata dataset (.dta)
"Gambia DHS-VI, Standard DHS, 2013",Household Member Recode,GMPR60FL.ZIP,Flat ASCII data (.dat)
"Gambia DHS-VI, Standard DHS, 2013",Household Member Recode,GMPR60SD.ZIP,SAS dataset (.sas7bdat)
"Gambia DHS-VI, Standard DHS, 2013",Household Member Recode,GMPR60SV.ZIP,SPSS dataset (.sav)
"Gambia DHS-VI, Standard DHS, 2013",Household Recode,GMHR60DT.ZIP,Stata dataset (.dta)
"Gambia DHS-VI, Standard DHS, 2013",Household Recode,GMHR60FL.ZIP,Flat ASCII data (.dat)
"Gambia DHS-VI, Standard DHS, 2013",Household Recode,GMHR60SD.ZIP,SAS dataset (.sas7bdat)
"Gambia DHS-VI, Standard DHS, 2013",Household Recode,GMHR60SV.ZIP,SPSS dataset (.sav)
"Gambia DHS-VI, Standard DHS, 2013",Individual Recode,GMIR60.ZIP,Hierarchical
"Gambia DHS-VI, Standard DHS, 2013",Individual Recode,GMIR60DT.ZIP,Stata dataset (.dta)
"Gambia DHS-VI, Standard DHS, 2013",Individual Recode,GMIR60FL.ZIP,Flat ASCII data (.dat)
"Gambia DHS-VI, Standard DHS, 2013",Individual Recode,GMIR60SD.ZIP,SAS dataset (.sas7bdat)
"Gambia DHS-VI, Standard DHS, 2013",Individual Recode,GMIR60SV.ZIP,SPSS dataset (.sav)
"Gambia DHS-VI, Standard DHS, 2013",Men's Recode,GMMR60.ZIP,Hierarchical
"Gambia DHS-VI, Standard DHS, 2013",Men's Recode,GMMR60DT.ZIP,Stata dataset (.dta)
"Gambia DHS-VI, Standard DHS, 2013",Men's Recode,GMMR60FL.ZIP,Flat ASCII data (.dat)
"Gambia DHS-VI, Standard DHS, 2013",Men's Recode,GMMR60SD.ZIP,SAS dataset (.sas7bdat)
"Gambia DHS-VI, Standard DHS, 2013",Men's Recode,GMMR60SV.ZIP,SPSS dataset (.sav)
"Ghana DHS-I, Standard DHS, 1988",Births Recode,GHBR02DT.ZIP,Stata dataset (.dta)
"Ghana DHS-I, Standard DHS, 1988",Births Recode,GHBR02FL.ZIP,Flat ASCII data (.dat)
"Ghana DHS-I, Standard DHS, 1988",Births Recode,GHBR02SD.ZIP,SAS dataset (.sas7bdat)
"Ghana DHS-I, Standard DHS, 1988",Births Recode,GHBR02SV.ZIP,SPSS dataset (.sav)
"Ghana DHS-I, Standard DHS, 1988",Children's Recode,GHKR01DT.ZIP,Stata dataset (.dta)
"Ghana DHS-I, Standard DHS, 1988",Children's Recode,GHKR01FL.ZIP,Flat ASCII data (.dat)
"Ghana DHS-I, Standard DHS, 1988",Children's Recode,GHKR01SD.ZIP,SAS dataset (.sas7bdat)
"Ghana DHS-I, Standard DHS, 1988",Children's Recode,GHKR01SV.ZIP,SPSS dataset (.sav)
"Ghana DHS-I, Standard DHS, 1988",Height and Weight Scores - WHO Child Growth Standards,GHHW02.ZIP,Hierarchical
"Ghana DHS-I, Standard DHS, 1988",Height and Weight Scores - WHO Child Growth Standards,GHHW02DT.ZIP,Stata dataset (.dta)
"Ghana DHS-I, Standard DHS, 1988",Height and Weight Scores - WHO Child Growth Standards,GHHW02FL.ZIP,Flat ASCII data (.dat)
"Ghana DHS-I, Standard DHS, 1988",Height and Weight Scores - WHO Child Growth Standards,GHHW02SD.ZIP,SAS dataset (.sas7bdat)
"Ghana DHS-I, Standard DHS, 1988",Height and Weight Scores - WHO Child Growth Standards,GHHW02SV.ZIP,SPSS dataset (.sav)
"Ghana DHS-I, Standard DHS, 1988",Household Raw,GHHH01.ZIP,Hierarchical
"Ghana DHS-I, Standard DHS, 1988",Household Raw,GHHH01DT.ZIP,Stata dataset (.dta)
"Ghana DHS-I, Standard DHS, 1988",Household Raw,GHHH01FL.ZIP,Flat ASCII data (.dat)
"Ghana DHS-I, Standard DHS, 1988",Household Raw,GHHH01SD.ZIP,SAS dataset (.sas7bdat)
"Ghana DHS-I, Standard DHS, 1988",Household Raw,GHHH01SV.ZIP,SPSS dataset (.sav)
"Ghana DHS-I, Standard DHS, 1988",Individual Recode,GHIR02.ZIP,Hierarchical
"Ghana DHS-I, Standard DHS, 1988",Individual Recode,GHIR02DT.ZIP,Stata dataset (.dta)
"Ghana DHS-I, Standard DHS, 1988",Individual Recode,GHIR02FL.ZIP,Flat ASCII data (.dat)
"Ghana DHS-I, Standard DHS, 1988",Individual Recode,GHIR02SD.ZIP,SAS dataset (.sas7bdat)
"Ghana DHS-I, Standard DHS, 1988",Individual Recode,GHIR02SV.ZIP,SPSS dataset (.sav)
"Ghana DHS-III, Standard DHS, 1993",Births Recode,GHBR31DT.ZIP,Stata dataset (.dta)
"Ghana DHS-III, Standard DHS, 1993",Births Recode,GHBR31FL.ZIP,Flat ASCII data (.dat)
"Ghana DHS-III, Standard DHS, 1993",Births Recode,GHBR31SD.ZIP,SAS dataset (.sas7bdat)
"Ghana DHS-III, Standard DHS, 1993",Births Recode,GHBR31SV.ZIP,SPSS dataset (.sav)
"Ghana DHS-III, Standard DHS, 1993",Children's Recode,GHKR31DT.ZIP,Stata dataset (.dta)
"Ghana DHS-III, Standard DHS, 1993",Children's Recode,GHKR31FL.ZIP,Flat ASCII data (.dat)
"Ghana DHS-III, Standard DHS, 1993",Children's Recode,GHKR31SD.ZIP,SAS dataset (.sas7bdat)
"Ghana DHS-III, Standard DHS, 1993",Children's Recode,GHKR31SV.ZIP,SPSS dataset (.sav)
"Ghana DHS-III, Standard DHS, 1993",Couples' Recode,GHCR31DT.ZIP,Stata dataset (.dta)
"Ghana DHS-III, Standard DHS, 1993",Couples' Recode,GHCR31FL.ZIP,Flat ASCII data (.dat)
"Ghana DHS-III, Standard DHS, 1993",Couples' Recode,GHCR31SD.ZIP,SAS dataset (.sas7bdat)
